ID,Chromosome,Position,Distance2TSS_GeneA,In.prom,RefSeq_GeneA,Name_GeneA,TSS_GeneA,TSE_GeneA,Strand_GeneA,Distance2TSE_GeneB,RefSeq_GeneB,Name_GeneB,TSS_GeneB,TSE_GeneB,Strand_GeneB,inCpG,RepeatName,RepeatClass,RepeatFamily,Distance2CpG,Which_CpG_Edge,CpG_Name,CpG_Chr,CpG_Start,CpG_End,CpG_perGc,CpG_obsExp,GF3_1,GF4_1,GF5_1,GF6_1,GF7_1,GF8_1,AvgWT,GfKoC1M1,GfKoC1M2,GfKoC1M3,GfKoC4F1,GfKoC4F2,GfKoC4F3,AvgKO,KO.WT,ttest2,pttest2,cgi.shore,in.gene
SmaI_mm9_110543,chr11,103038812,6360,0,NM_001077698,Fmnl1,103032452,103060214,+,-21402,NM_001077698,Fmnl1,103032452,103060214,+,N,N,N,N,5996,CpG_End,CpG: 94,chr11,103031917,103032816,67.7,0.92,85.52,87.52,88.23,87.32,89.35,87.97,87.65166667,91.43,86,89.71,83.91,86.59,85.69,87.22166667,-0.43,0.738564834,0.131611375,0,1
SmaI_mm9_110544,chr11,103039179,6727,0,NM_001077698,Fmnl1,103032452,103060214,+,-21035,NM_001077698,Fmnl1,103032452,103060214,+,N,N,N,N,6363,CpG_End,CpG: 94,chr11,103031917,103032816,67.7,0.92,76.56,74.02,77.27,75.55,79.25,76.54,76.53166667,82.28,68.81,76.91,69.58,76.55,70.57,74.11666667,-2.415,0.31579829,0.500590227,0,1
SmaI_mm9_110614,chr11,103583504,-24480,0,NM_019650,Gosr2,103559024,103538164,-,5173,NM_011719,Wnt9b,103611135,103588677,-,N,N,N,N,24097,CpG_End,CpG: 67,chr11,103558747,103559407,66.3,0.92,4.16,0.77,NA,8.45,NA,4.75,4.5325,1.98,3.58,1.78,2.42,3.47,1.6,2.471666667,-2.060833333,0.15677948,0.804710781,0,0
SmaI_mm9_110615,chr11,103583755,-24731,0,NM_019650,Gosr2,103559024,103538164,-,4922,NM_011719,Wnt9b,103611135,103588677,-,N,N,N,N,24348,CpG_End,CpG: 67,chr11,103558747,103559407,66.3,0.92,4.86,9.1,NA,8.66,NA,9.95,8.1425,4.48,5.02,4.57,4.29,3.43,4.39,4.363333333,-3.779166667,0.003606133,2.442958266,0,0
SmaI_mm9_110617,chr11,103592304,18831,0,NM_011719,Wnt9b,103611135,103588677,-,-3627,NM_011719,Wnt9b,103611135,103588677,-,N,N,N,N,-18385,CpG_Start,CpG: 62,chr11,103610689,103611256,69.7,0.91,62.99,67,67.62,69.84,69.18,66.67,67.21666667,92.24,74.94,85.86,65.28,61.79,74.59,75.78333333,8.566666667,0.108681904,0.963842762,0,1
SmaI_mm9_110618,chr11,103592680,18455,0,NM_011719,Wnt9b,103611135,103588677,-,-4003,NM_011719,Wnt9b,103611135,103588677,-,N,N,N,N,-18009,CpG_Start,CpG: 62,chr11,103610689,103611256,69.7,0.91,82.74,84.4,86.07,91.16,86.91,83.84,85.85333333,94.35,85.35,94.13,83.71,83.04,88.27,88.14166667,2.288333333,0.363178904,0.439879387,0,1
SmaI_mm9_110622,chr11,103611196,-61,1,NM_011719,Wnt9b,103611135,103588677,-,-22519,NM_011719,Wnt9b,103611135,103588677,-,Y,N,N,N,-60,CpG_End,CpG: 62,chr11,103610689,103611256,69.7,0.91,0.38,0,0,0.35,0,0,0.121666667,0.33,0.18,0.13,0.41,0.15,0.11,0.218333333,0.096666667,0.317249274,0.498599363,0,0
SmaI_mm9_110623,chr11,103611426,-291,1,NM_011719,Wnt9b,103611135,103588677,-,-22749,NM_011719,Wnt9b,103611135,103588677,-,N,N,N,N,170,CpG_End,CpG: 62,chr11,103610689,103611256,69.7,0.91,1.15,1.24,0.42,2.75,1.1,1.33,1.331666667,0.31,1.36,0.25,1.06,0.84,0.97,0.798333333,-0.533333333,0.169494081,0.770845463,1,0
SmaI_mm9_110631,chr11,103648185,12696,0,NM_009521,Wnt3,103635489,103679335,+,-31150,NM_009521,Wnt3,103635489,103679335,+,N,MIRb,SINE,MIR,-8605,CpG_Start,CpG: 24,chr11,103656790,103657103,67.8,0.68,69.9,66.28,68.11,70.31,68.44,56.71,66.625,94.13,63.54,85.89,59.88,71.07,70.42,74.155,7.53,0.222411711,0.652842348,0,1
SmaI_mm9_110632,chr11,103648504,13015,0,NM_009521,Wnt3,103635489,103679335,+,-30831,NM_009521,Wnt3,103635489,103679335,+,N,N,N,N,-8286,CpG_Start,CpG: 24,chr11,103656790,103657103,67.8,0.68,82.96,87.31,84.82,87.78,82.28,82.76,84.65166667,95.69,83.21,91.78,81.22,83.69,84.69,86.71333333,2.061666667,0.432783001,0.363729806,0,1
SmaI_mm9_110653,chr11,103815062,308,1,NM_008740,Nsf,103815370,103683097,-,-31588,NM_007477,Arf2,103828185,103846650,+,N,N,N,N,-12727,CpG_Start,CpG: 67,chr11,103827789,103828426,64.9,1.01,NA,0,0,0,NA,0,0,0,0,0,0,0,0.29,0.048333333,0.048333333,0.446813334,0.349873875,0,1
SmaI_mm9_110654,chr11,103815262,108,1,NM_008740,Nsf,103815370,103683097,-,-31388,NM_007477,Arf2,103828185,103846650,+,N,N,N,N,-12527,CpG_Start,CpG: 67,chr11,103827789,103828426,64.9,1.01,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_110665,chr11,103872238,44053,0,NM_007477,Arf2,103828185,103846650,+,25588,NM_007477,Arf2,103828185,103846650,+,N,N,N,N,43812,CpG_End,CpG: 67,chr11,103827789,103828426,64.9,1.01,39.51,37.93,47.1,52.39,NA,35.26,42.438,82.68,38.81,69.11,44.27,47.58,51.57,55.67,13.232,0.136502369,0.864859811,0,0
SmaI_mm9_110666,chr11,103872449,44264,0,NM_007477,Arf2,103828185,103846650,+,25799,NM_007477,Arf2,103828185,103846650,+,N,N,N,N,44023,CpG_End,CpG: 67,chr11,103827789,103828426,64.9,1.01,96.19,97.27,96.78,97.41,NA,97.27,96.984,90.81,92.61,93.8,95.85,92.99,93.92,93.33,-3.654,0.001141554,2.942503352,0,0
SmaI_mm9_110667,chr11,103884068,55883,0,NM_007477,Arf2,103828185,103846650,+,37418,NM_007477,Arf2,103828185,103846650,+,N,N,N,N,55642,CpG_End,CpG: 67,chr11,103827789,103828426,64.9,1.01,91.67,93.1,90.91,93.63,90.95,91.82,92.01333333,98.63,90.6,97.65,91.78,93.2,92.16,94.00333333,1.99,0.194964952,0.710043452,0,0
SmaI_mm9_110668,chr11,103884434,56249,0,NM_007477,Arf2,103828185,103846650,+,37784,NM_007477,Arf2,103828185,103846650,+,N,N,N,N,56008,CpG_End,CpG: 67,chr11,103827789,103828426,64.9,1.01,89.66,91.72,92.73,89.25,91.13,87.46,90.325,98.54,90.79,96.91,90.65,89.52,93.1,93.25166667,2.926666667,0.115157555,0.938707563,0,0
SmaI_mm9_110677,chr11,103994286,90,1,NM_007762,Crhr1,103994196,104036832,+,-42546,NM_007762,Crhr1,103994196,104036832,+,Y,N,N,N,447,CpG_Start,CpG: 118,chr11,103993839,103995176,62.2,0.92,1.02,1.08,1.25,2.25,0.91,1.53,1.34,0.66,2.58,0.52,1.59,1.06,0.6,1.168333333,-0.171666667,0.663928566,0.177878645,0,1
SmaI_mm9_110678,chr11,103994529,333,1,NM_007762,Crhr1,103994196,104036832,+,-42303,NM_007762,Crhr1,103994196,104036832,+,Y,N,N,N,-647,CpG_End,CpG: 118,chr11,103993839,103995176,62.2,0.92,1.24,1,1.9,1.43,1.86,0.82,1.375,1.99,3.23,0.86,1.9,1.64,2.15,1.961666667,0.586666667,0.136845965,0.863768003,0,1
SmaI_mm9_110682,chr11,104026854,-20787,0,NM_001082535,4933407P14Rik,104047641,104052480,+,-9978,NM_007762,Crhr1,103994196,104036832,+,N,N,N,N,31678,CpG_End,CpG: 118,chr11,103993839,103995176,62.2,0.92,73.16,74.04,75.16,75.99,79.61,77.43,75.89833333,85.21,65.86,82.5,61.84,62.2,75.27,72.14666667,-3.751666667,0.405528303,0.39197883,0,0
SmaI_mm9_110683,chr11,104027154,-20487,0,NM_001082535,4933407P14Rik,104047641,104052480,+,-9678,NM_007762,Crhr1,103994196,104036832,+,N,N,N,N,31978,CpG_End,CpG: 118,chr11,103993839,103995176,62.2,0.92,84.94,82.1,83.69,87.34,86.22,84.04,84.72166667,93.32,86.92,92.7,79.13,83.65,86.92,87.10666667,2.385,0.330456389,0.480885847,0,0
SmaI_mm9_110685,chr11,104032778,-14863,0,NM_001082535,4933407P14Rik,104047641,104052480,+,-4054,NM_007762,Crhr1,103994196,104036832,+,N,N,N,N,37602,CpG_End,CpG: 118,chr11,103993839,103995176,62.2,0.92,65.88,73.48,68.96,73.4,72,70.68,70.73333333,68.95,70.03,68.81,68.71,67.4,70.43,69.055,-1.678333333,0.217273977,0.662992286,0,0
SmaI_mm9_110686,chr11,104033065,-14576,0,NM_001082535,4933407P14Rik,104047641,104052480,+,-3767,NM_007762,Crhr1,103994196,104036832,+,N,N,N,N,37889,CpG_End,CpG: 118,chr11,103993839,103995176,62.2,0.92,3.75,3.07,4.4,6.1,6.42,6.16,4.983333333,6.54,4.64,3.64,3.24,1.85,3.49,3.9,-1.083333333,0.240492073,0.618899234,0,0
SmaI_mm9_110688,chr11,104047418,-223,1,NM_001082535,4933407P14Rik,104047641,104052480,+,-2447,NM_199019,4933407P14Rik,104047641,104049865,+,N,N,N,N,-44960,CpG_Start,CpG: 163,chr11,104092378,104094260,62.6,0.89,10.84,11.61,14.22,13.21,9.29,9.95,11.52,9.66,12.09,6.63,9.11,12.93,10.26,10.11333333,-1.406666667,0.268602072,0.570890642,0,0
SmaI_mm9_110689,chr11,104047769,128,1,NM_001082535,4933407P14Rik,104047641,104052480,+,-2096,NM_199019,4933407P14Rik,104047641,104049865,+,N,N,N,N,-44609,CpG_Start,CpG: 163,chr11,104092378,104094260,62.6,0.89,14.99,17.41,16.52,19.25,11.1,13.76,15.505,10.12,12.23,3.69,10.47,12.22,8.54,9.545,-5.96,0.006782956,2.168580969,0,1
SmaI_mm9_110713,chr11,104303062,543,0,NM_001081045,1700081L11Rik,104303605,104194543,-,60781,NM_145436,Cdc27,104411934,104363843,-,N,N,N,N,-221,CpG_Start,CpG: 106,chr11,104303283,104304387,62.6,0.98,0,0,0,0.16,0,0,0.026666667,0,0,0.23,0,0.27,0.06,0.093333333,0.066666667,0.271576444,0.566107903,1,1
SmaI_mm9_110715,chr11,104303442,163,1,NM_001081045,1700081L11Rik,104303605,104194543,-,60401,NM_145436,Cdc27,104411934,104363843,-,Y,N,N,N,159,CpG_Start,CpG: 106,chr11,104303283,104304387,62.6,0.98,0,0,0,0,0,0,0,1.59,0.65,0.68,0.72,0.8,0.8,0.873333333,0.873333333,0.000131727,3.880324006,0,1
SmaI_mm9_110754,chr11,104953077,-456,1,NM_001081046,Efcab3,104953533,104978851,+,-25774,NM_001081046,Efcab3,104953533,104978851,+,N,N,N,N,-34658,CpG_Start,CpG: 58,chr11,104987735,104988309,66.3,0.92,92.75,92.43,93.84,91.97,94.29,92.52,92.96666667,97.57,93.11,95.17,91.95,94.13,91.62,93.925,0.958333333,0.351077505,0.454596996,0,0
SmaI_mm9_110755,chr11,104953496,-37,1,NM_001081046,Efcab3,104953533,104978851,+,-25355,NM_001081046,Efcab3,104953533,104978851,+,N,N,N,N,-34239,CpG_Start,CpG: 58,chr11,104987735,104988309,66.3,0.92,83.56,85.92,86.2,83.69,90.1,82.43,85.31666667,97.4,87.66,95.04,80.29,89.88,88.72,89.83166667,4.515,0.126036812,0.89950259,0,0
SmaI_mm9_110768,chr11,105042100,647,0,NR_027956,1700052K11Rik,105042747,105040335,-,-1765,NR_027956,1700052K11Rik,105042747,105040335,-,Y,N,N,N,1,CpG_Start,CpG: 161,chr11,105042099,105043746,68.7,0.83,0,0,0,0,0,0.31,0.051666667,0,0,0,0,0,0,0,-0.051666667,0.340893132,0.467381748,0,1
SmaI_mm9_110769,chr11,105042360,387,1,NR_027956,1700052K11Rik,105042747,105040335,-,-2025,NR_027956,1700052K11Rik,105042747,105040335,-,Y,N,N,N,261,CpG_Start,CpG: 161,chr11,105042099,105043746,68.7,0.83,0,0,0,0,0,0,0,0,0.23,0.37,0,0.44,0.27,0.218333333,0.218333333,0.015888622,1.798913774,0,1
SmaI_mm9_110787,chr11,105239438,78611,0,NM_172568,10-Mar,105318049,105222113,-,-17325,NM_172568,10-Mar,105318049,105222113,-,N,B3,SINE,B2,14870,CpG_End,CpG: 31,chr11,105224302,105224568,70.8,0.93,97.39,96.59,97.8,97.07,98.92,99.33,97.85,97.98,97.15,97.98,96.32,97.51,97.74,97.44666667,-0.403333333,0.446212624,0.350458148,0,1
SmaI_mm9_110814,chr11,105799235,6226,0,NM_007805,Cyb561,105805461,105795018,-,-4217,NM_007805,Cyb561,105805461,105795018,-,N,N,N,N,-5795,CpG_Start,CpG: 94,chr11,105805030,105805766,71.6,1,93.11,90.39,94.18,94.28,86.55,92.42,91.82166667,95.22,90.85,93.41,88.55,91.36,90.39,91.63,-0.191666667,0.90347009,0.044086221,0,1
SmaI_mm9_110815,chr11,105799464,5997,0,NM_007805,Cyb561,105805461,105795018,-,-4446,NM_007805,Cyb561,105805461,105795018,-,N,N,N,N,-5566,CpG_Start,CpG: 94,chr11,105805030,105805766,71.6,1,75.67,74.5,77.11,79.95,83.34,77.25,77.97,90.55,73.4,90.1,73.04,73.53,74.37,79.165,1.195,0.757683736,0.120512035,0,1
SmaI_mm9_110832,chr11,105867764,-1753,0,NM_001037712,Kcnh6,105869517,105895378,+,16505,NM_207624,Ace,105829261,105851259,+,N,N,N,N,-12316,CpG_Start,CpG: 22,chr11,105880080,105880329,62,0.92,NA,16.83,17.84,9.76,NA,16.18,15.1525,12.09,9.74,11.99,13.29,12.69,11.35,11.85833333,-3.294166667,0.070093454,1.154322539,0,0
SmaI_mm9_110845,chr11,105946500,284,1,NM_011947,Map3k3,105946216,106016748,+,11574,NM_027346,Taco1,105927421,105934926,+,Y,N,N,N,-66,CpG_End,CpG: 117,chr11,105945220,105946566,61.7,0.92,0,0,0,0.22,0,0,0.036666667,0.25,0.07,0,0,0,0.16,0.08,0.043333333,0.458919647,0.338263349,0,1
SmaI_mm9_110846,chr11,105946733,517,0,NM_011947,Map3k3,105946216,106016748,+,11807,NM_027346,Taco1,105927421,105934926,+,N,N,N,N,167,CpG_End,CpG: 117,chr11,105945220,105946566,61.7,0.92,0,0,0,0,0,0,0,0.14,0,0.3,0.08,0.22,0.09,0.138333333,0.138333333,0.010250195,1.989267879,1,1
SmaI_mm9_110861,chr11,106133588,698,0,NM_001130187,Smarcd2,106134286,106124485,-,-9103,NM_001130187,Smarcd2,106134286,106124485,-,N,N,N,N,-177,CpG_Start,CpG: 106,chr11,106133765,106134727,67.6,0.97,0,0,0,0.43,0.25,0.18,0.143333333,0.99,0.65,0.74,0.56,0.62,0.33,0.648333333,0.505,0.001294129,2.88802238,1,1
SmaI_mm9_110862,chr11,106133889,397,1,NM_001130187,Smarcd2,106134286,106124485,-,-9404,NM_001130187,Smarcd2,106134286,106124485,-,Y,N,N,N,124,CpG_Start,CpG: 106,chr11,106133765,106134727,67.6,0.97,0.24,0,0.2,0,0,0,0.073333333,0.48,0.26,0.12,0.12,0.42,0.29,0.281666667,0.208333333,0.021738301,1.662774404,0,1
SmaI_mm9_110881,chr11,106348688,422,1,NM_023913,Ern1,106349110,106258934,-,-13689,NR_030703,Snord104,106362305,106362377,+,Y,N,N,N,255,CpG_Start,CpG: 98,chr11,106348433,106349226,72.4,0.94,0,0,0,0,0,0,0,0.64,0.32,0.33,0,0.17,0.51,0.328333333,0.328333333,0.005668098,2.246562651,0,1
SmaI_mm9_110882,chr11,106348934,176,1,NM_023913,Ern1,106349110,106258934,-,-13443,NR_030703,Snord104,106362305,106362377,+,Y,N,N,N,-292,CpG_End,CpG: 98,chr11,106348433,106349226,72.4,0.94,0,0,0,0.32,0.23,0.15,0.116666667,0.68,0.22,0.45,0.16,0.25,0.16,0.32,0.203333333,0.072855703,1.137536448,0,1
SmaI_mm9_110883,chr11,106349204,-94,1,NM_023913,Ern1,106349110,106258934,-,-13173,NR_030703,Snord104,106362305,106362377,+,Y,N,N,N,-22,CpG_End,CpG: 98,chr11,106348433,106349226,72.4,0.94,0,0,0,0.26,0,0,0.043333333,1.2,0.22,0.14,0.6,0.74,0.7,0.6,0.556666667,0.006717122,2.172816764,0,0
SmaI_mm9_110897,chr11,106474017,227,1,NM_198292,Tex2,106474244,106363453,-,41515,NM_008816,Pecam1,106576595,106515532,-,Y,N,N,N,-505,CpG_End,CpG: 92,chr11,106473497,106474522,64.3,0.87,0,0,0,0,0,0,0,0,0.1,0,0,0.21,0.11,0.07,0.07,0.073554426,1.13339119,0,1
SmaI_mm9_110898,chr11,106474296,-52,1,NM_198292,Tex2,106474244,106363453,-,41236,NM_008816,Pecam1,106576595,106515532,-,Y,GC_rich,Low_complexity,Low_complexity,-226,CpG_End,CpG: 92,chr11,106473497,106474522,64.3,0.87,0,0,0,0,0,0,0,0.25,0.2,0.17,0,0,0.1,0.12,0.12,0.018711028,1.727902358,0,0
SmaI_mm9_110913,chr11,106574690,1905,0,NM_008816,Pecam1,106576595,106515532,-,-54192,NM_001033435,Gm885,106612582,106628882,+,N,N,N,N,-65852,CpG_Start,CpG: 42,chr11,106640542,106640946,70.6,0.84,25.83,48.72,34.18,56.66,49.3,44.47,43.19333333,55.07,20.74,32.54,43.05,33.07,29.51,35.66333333,-7.53,0.286485731,0.542897005,0,1
SmaI_mm9_110914,chr11,106574912,1683,0,NM_008816,Pecam1,106576595,106515532,-,-53970,NM_001033435,Gm885,106612582,106628882,+,N,B1F,SINE,Alu,-65630,CpG_Start,CpG: 42,chr11,106640542,106640946,70.6,0.84,39.77,60.09,47.69,70.67,63.5,59.22,56.82333333,62.34,36.93,40.27,62.87,50.57,51.53,50.75166667,-6.071666667,0.361525172,0.441861459,0,1
SmaI_mm9_110920,chr11,106648968,840,0,NM_007840,Ddx5,106649808,106641670,-,-7298,NM_007840,Ddx5,106649808,106641670,-,Y,N,N,N,191,CpG_Start,CpG: 208,chr11,106648777,106650821,63.8,1,0,0,0,0,0,0,0,0,0.14,0,0.16,0,0,0.05,0.05,0.14612811,0.835266233,0,1
SmaI_mm9_110921,chr11,106649200,608,0,NM_007840,Ddx5,106649808,106641670,-,-7530,NM_007840,Ddx5,106649808,106641670,-,Y,N,N,N,423,CpG_Start,CpG: 208,chr11,106648777,106650821,63.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_110923,chr11,106649937,-129,1,NM_007840,Ddx5,106649808,106641670,-,-8267,NM_007840,Ddx5,106649808,106641670,-,Y,N,N,N,-884,CpG_End,CpG: 208,chr11,106648777,106650821,63.8,1,0,0,0,0.29,0,0,0.048333333,1.21,1.6,1.26,1.4,0,1.09,1.093333333,1.045,0.001243527,2.905344883,0,0
SmaI_mm9_110924,chr11,106650354,-212,1,NM_001166685,Ccdc45,106650566,106680174,+,-8684,NM_007840,Ddx5,106649808,106641670,-,Y,N,N,N,-467,CpG_End,CpG: 208,chr11,106648777,106650821,63.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SmaI_mm9_110934,chr11,106860595,244,1,NM_010655,Kpna2,106860839,106849943,-,-10652,NM_010655,Kpna2,106860839,106849943,-,Y,N,N,N,216,CpG_Start,CpG: 64,chr11,106860379,106860991,66.2,0.95,0,0,0,0,NA,0,0,0,0.21,0,0.7,0,0.24,0.191666667,0.191666667,0.153566672,0.813703028,0,1
SmaI_mm9_110953,chr11,107050316,379,1,NM_001161329,Nol11,107050695,107027977,-,18890,NM_145823,Pitpnc1,107332034,107069206,-,Y,N,N,N,91,CpG_Start,CpG: 49,chr11,107050225,107050800,61.8,0.91,0,0,0,0.23,0,0,0.038333333,0.88,0.65,0.76,0.48,0.63,0.54,0.656666667,0.618333333,5.39E-06,5.268297564,0,1
SmaI_mm9_110954,chr11,107050592,103,1,NM_001161329,Nol11,107050695,107027977,-,18614,NM_145823,Pitpnc1,107332034,107069206,-,Y,N,N,N,-208,CpG_End,CpG: 49,chr11,107050225,107050800,61.8,0.91,0,0,0.3,0,0,0,0.05,0.48,0.41,0.12,0.32,0.7,0.42,0.408333333,0.358333333,0.003074276,2.512257159,0,1
SmaI_mm9_110975,chr11,107235390,96644,0,NM_145823,Pitpnc1,107332034,107069206,-,-123960,NM_025894,Psmd12,107340842,107359350,+,N,N,N,N,-94989,CpG_Start,CpG: 135,chr11,107330379,107332129,65.3,0.72,96.61,96.71,94.95,98.44,97.52,98.17,97.06666667,98.2,95.99,97.44,96.62,97.8,95.82,96.97833333,-0.088333333,0.895727249,0.047824214,0,1
SmaI_mm9_110976,chr11,107235661,96373,0,NM_145823,Pitpnc1,107332034,107069206,-,-123689,NM_025894,Psmd12,107340842,107359350,+,N,MLT1D,LTR,MaLR,-94718,CpG_Start,CpG: 135,chr11,107330379,107332129,65.3,0.72,98.3,97.16,98.02,97.45,98.13,93.31,97.06166667,98.06,96.39,98.5,95.42,95.65,97.59,96.935,-0.126666667,0.894905261,0.048222939,0,1
SmaI_mm9_110985,chr11,107331538,496,1,NM_145823,Pitpnc1,107332034,107069206,-,-27812,NM_025894,Psmd12,107340842,107359350,+,Y,N,N,N,-591,CpG_End,CpG: 135,chr11,107330379,107332129,65.3,0.72,0,0,0,0,0,0,0,0.51,0.5,0.62,0.23,0.68,0.13,0.445,0.445,0.000545035,3.263575286,0,1
SmaI_mm9_110986,chr11,107331799,235,1,NM_145823,Pitpnc1,107332034,107069206,-,-27551,NM_025894,Psmd12,107340842,107359350,+,Y,N,N,N,-330,CpG_End,CpG: 135,chr11,107330379,107332129,65.3,0.72,0.22,0,0,0,0,0.18,0.066666667,0.25,0.16,0.35,0,0.11,0.06,0.155,0.088333333,0.219299764,0.658961835,0,1
SmaI_mm9_110998,chr11,107408391,-883,1,NM_198298,Helz,107409274,107548257,+,49041,NM_025894,Psmd12,107340842,107359350,+,Y,N,N,N,278,CpG_Start,CpG: 129,chr11,107408113,107409767,63.4,0.78,0,0,0,0,0,0,0,0,0,0,0.19,0,0.15,0.056666667,0.056666667,0.148655575,0.8278188,0,0
SmaI_mm9_110999,chr11,107408774,-500,1,NM_198298,Helz,107409274,107548257,+,49424,NM_025894,Psmd12,107340842,107359350,+,Y,N,N,N,661,CpG_Start,CpG: 129,chr11,107408113,107409767,63.4,0.78,0,0,0,0,0,0,0,0,0.18,0,0.33,0,0.52,0.171666667,0.171666667,0.081069688,1.091141497,0,0
SmaI_mm9_111022,chr11,107579671,-1881,0,NM_007582,Cacng1,107577790,107564532,-,-15139,NM_007582,Cacng1,107577790,107564532,-,N,N,N,N,-75491,CpG_Start,CpG: 71,chr11,107655162,107656016,53.8,1.15,92.62,96.02,95.35,96.66,94.5,94.22,94.895,97.68,93.69,98.37,93.83,96.38,96.09,96.00666667,1.111666667,0.284673329,0.54565322,0,0
SmaI_mm9_111023,chr11,107579920,-2130,0,NM_007582,Cacng1,107577790,107564532,-,-15388,NM_007582,Cacng1,107577790,107564532,-,N,N,N,N,-75242,CpG_Start,CpG: 71,chr11,107655162,107656016,53.8,1.15,96.52,94.74,98.15,95.2,95.94,96.5,96.175,97.97,95.25,98.66,93.82,96.18,97.39,96.545,0.37,0.685648612,0.163898399,0,0
SmaI_mm9_111030,chr11,107655066,712,0,NM_019431,Cacng4,107655778,107596094,-,-58972,NM_019431,Cacng4,107655778,107596094,-,N,GC_rich,Low_complexity,Low_complexity,-96,CpG_Start,CpG: 71,chr11,107655162,107656016,53.8,1.15,0,0,0.93,0.72,0.68,0.68,0.501666667,0,1.99,0.9,0.36,0,0.23,0.58,0.078333333,0.828717343,0.081593572,1,1
SmaI_mm9_111031,chr11,107655496,282,1,NM_019431,Cacng4,107655778,107596094,-,-59402,NM_019431,Cacng4,107655778,107596094,-,Y,N,N,N,334,CpG_Start,CpG: 71,chr11,107655162,107656016,53.8,1.15,3.63,2.14,0,0.6,1.1,1.55,1.503333333,0.5,2.45,0.98,2.16,0,0.58,1.111666667,-0.391666667,0.564617176,0.248245915,0,1
SmaI_mm9_111065,chr11,108204373,829,0,NM_011101,Prkca,108205202,107794701,-,-71337,NM_013475,Apoh,108256611,108275710,+,Y,N,N,N,101,CpG_Start,CpG: 114,chr11,108204272,108205456,64.1,0.94,0,0,0,0,0,0.08,0.013333333,0,0,0,0,0.15,0,0.025,0.011666667,0.689198866,0.161655446,0,1
SmaI_mm9_111066,chr11,108204739,463,1,NM_011101,Prkca,108205202,107794701,-,-70971,NM_013475,Apoh,108256611,108275710,+,Y,N,N,N,467,CpG_Start,CpG: 114,chr11,108204272,108205456,64.1,0.94,0.09,0,0,0.1,0.09,0,0.046666667,0.72,0.45,0.59,0.59,1.42,0.86,0.771666667,0.725,0.000484721,3.314507751,0,1
SmaI_mm9_111067,chr11,108204762,440,1,NM_011101,Prkca,108205202,107794701,-,-70948,NM_013475,Apoh,108256611,108275710,+,Y,N,N,N,490,CpG_Start,CpG: 114,chr11,108204272,108205456,64.1,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.018333333,0.018333333,0.340893132,0.467381748,0,1
SmaI_mm9_111068,chr11,108205102,100,1,NM_011101,Prkca,108205202,107794701,-,-70608,NM_013475,Apoh,108256611,108275710,+,Y,N,N,N,-354,CpG_End,CpG: 114,chr11,108204272,108205456,64.1,0.94,0,0,0,0,0,0,0,1.32,0.53,0.27,1.14,0.73,0.4,0.731666667,0.731666667,0.001611173,2.792857722,0,1
SmaI_mm9_11109,chr1,193006905,307,1,NM_007498,Atf3,193007212,192994176,-,-12729,NM_007498,Atf3,193007212,192994176,-,Y,N,N,N,602,CpG_Start,CpG: 149,chr1,193006303,193008249,60.8,0.83,0,0,0.38,0,0,0,0.063333333,0.64,1.62,0.68,2.28,1.67,1.2,1.348333333,1.285,0.000706748,3.150735394,0,1
SmaI_mm9_111094,chr11,108779303,-2360,0,NM_015732,Axin2,108781663,108812095,+,-32792,NM_015732,Axin2,108781663,108812095,+,N,N,N,N,-2202,CpG_Start,CpG: 170,chr11,108781505,108783484,61.6,0.91,25.51,19.29,16.07,20.08,19.55,17.3,19.63333333,11.8,28.78,14.4,17.44,18.86,15.55,17.805,-1.828333333,0.521688705,0.282588566,0,0
SmaI_mm9_111098,chr11,108781715,52,1,NM_015732,Axin2,108781663,108812095,+,-30380,NM_015732,Axin2,108781663,108812095,+,Y,N,N,N,210,CpG_Start,CpG: 170,chr11,108781505,108783484,61.6,0.91,0,0.17,0,0,0,0,0.028333333,0,0.08,0.15,0.08,0.17,0.14,0.103333333,0.075,0.078115761,1.107261332,0,1
SmaI_mm9_111099,chr11,108782055,392,1,NM_015732,Axin2,108781663,108812095,+,-30040,NM_015732,Axin2,108781663,108812095,+,Y,N,N,N,550,CpG_Start,CpG: 170,chr11,108781505,108783484,61.6,0.91,0,0,0,0.1,0,0,0.016666667,0.82,0.45,0.54,0.35,0,0.42,0.43,0.413333333,0.003779505,2.422565131,0,1
SmaI_mm9_11110,chr1,193007370,-158,1,NM_007498,Atf3,193007212,192994176,-,-13194,NM_007498,Atf3,193007212,192994176,-,Y,N,N,N,-879,CpG_End,CpG: 149,chr1,193006303,193008249,60.8,0.83,0,0,0,0,0,0.55,0.091666667,0,0.4,0,1.56,0,0.26,0.37,0.278333333,0.316665799,0.49939884,0,0
