ID,Chromosome,Position,Distance2TSS_GeneA,In.prom,RefSeq_GeneA,Name_GeneA,TSS_GeneA,TSE_GeneA,Strand_GeneA,Distance2TSE_GeneB,RefSeq_GeneB,Name_GeneB,TSS_GeneB,TSE_GeneB,Strand_GeneB,inCpG,RepeatName,RepeatClass,RepeatFamily,Distance2CpG,Which_CpG_Edge,CpG_Name,CpG_Chr,CpG_Start,CpG_End,CpG_perGc,CpG_obsExp,GF3_1,GF4_1,GF5_1,GF6_1,GF7_1,GF8_1,SPFC1M1,SPFC1M2,SPFC2M1,SPFC2M2,SPFC3M1,SPFC3M2,AvgGF,AvgSPF,SPF.GF,ttest2,pttest2,cgi.shore,in.gene
SmaI_mm9_115956,chr12,58644091,3017,0,NM_008259,Foxa1,58647108,58641619,-,-2472,NM_008259,Foxa1,58647108,58641619,-,Y,N,N,N,-165,CpG_End,CpG: 74,chr12,58643285,58644256,61.8,0.8,0.45,1.03,1.67,1.29,0.76,0.61,1.97,0.64,2.27,1.35,1.55,0.73,0.968333333,1.418333333,0.45,0.196453046,0.706741233,0,1
SmaI_mm9_115957,chr12,58644432,2676,0,NM_008259,Foxa1,58647108,58641619,-,-2813,NM_008259,Foxa1,58647108,58641619,-,N,N,N,N,176,CpG_End,CpG: 74,chr12,58643285,58644256,61.8,0.8,1.19,0.44,0,0.52,0.37,0.8,0.85,0.42,1.05,0.68,0.76,1.14,0.553333333,0.816666667,0.263333333,0.21002335,0.677732419,1,1
SmaI_mm9_116008,chr12,59489053,-118808,0,NM_025809,Clec14a,59370245,59365707,-,-123346,NM_025809,Clec14a,59370245,59365707,-,N,N,N,N,174283,CpG_End,CpG: 22,chr12,59314461,59314770,59.7,0.8,96.06,90.79,93.13,96.4,95.61,90.53,94.48,91.59,96.01,94.33,94.1,93.12,93.75333333,93.93833333,0.185,0.884557334,0.053274012,0,0
SmaI_mm9_116009,chr12,59489307,-119062,0,NM_025809,Clec14a,59370245,59365707,-,-123600,NM_025809,Clec14a,59370245,59365707,-,N,N,N,N,174537,CpG_End,CpG: 22,chr12,59314461,59314770,59.7,0.8,95.58,94.2,95.44,97.61,95.22,95.07,96.46,92.88,97.26,91.77,94.9,95.06,95.52,94.72166667,-0.798333333,0.428901293,0.367642645,0,0
SmaI_mm9_116047,chr12,60232223,-217,1,NM_001165253,Ctage5,60232440,60291207,+,22106,NM_177321,Mia2,60196787,60210117,+,Y,N,N,N,454,CpG_Start,CpG: 123,chr12,60231769,60232786,70.9,0.98,0.33,0,0,0,0.2,0,0,0,0,0,0,0.18,0.088333333,0.03,-0.058333333,0.394737628,0.403691473,0,0
SmaI_mm9_116048,chr12,60232621,181,1,NM_001165253,Ctage5,60232440,60291207,+,22504,NM_177321,Mia2,60196787,60210117,+,Y,N,N,N,-165,CpG_End,CpG: 123,chr12,60231769,60232786,70.9,0.98,0.17,0,0.25,0,0,0,0,0,0,0.24,0,0,0.07,0.04,-0.03,0.630999702,0.199970846,0,1
SmaI_mm9_116053,chr12,60320616,-146,1,NM_001033156,Fbxo33,60320470,60301642,-,-18974,NM_001033156,Fbxo33,60320470,60301642,-,Y,N,N,N,-546,CpG_End,CpG: 133,chr12,60320023,60321162,63.8,1.15,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1,0,0,0
SmaI_mm9_116054,chr12,60320853,-383,1,NM_001033156,Fbxo33,60320470,60301642,-,-19211,NM_001033156,Fbxo33,60320470,60301642,-,Y,N,N,N,-309,CpG_End,CpG: 133,chr12,60320023,60321162,63.8,1.15,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1,0,0,0
SmaI_mm9_11610,chr2,6243864,61,1,NM_001080548,Usp6nl,6243803,6364866,+,-121002,NM_001080548,Usp6nl,6243803,6364866,+,Y,N,N,N,433,CpG_Start,CpG: 112,chr2,6243431,6244591,59.5,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_11611,chr2,6244111,308,1,NM_001080548,Usp6nl,6243803,6364866,+,-120755,NM_001080548,Usp6nl,6243803,6364866,+,Y,N,N,N,-480,CpG_End,CpG: 112,chr2,6243431,6244591,59.5,1.1,0,0,0,0,0.4,0,0,0,0,0,0,0,0.066666667,0,-0.066666667,0.340893132,0.467381748,0,1
SmaI_mm9_116357,chr12,66174764,161,1,NM_013902,Fkbp3,66174925,66163419,-,10391,NM_177806,Prpf39,66137321,66164373,+,Y,N,N,N,305,CpG_Start,CpG: 63,chr12,66174459,66175208,68,0.73,0,0,0,0,NA,0,0,0.92,0,0,0,0,0,0.153333333,0.153333333,0.389283142,0.409734403,0,1
SmaI_mm9_116358,chr12,66174984,-59,1,NM_013902,Fkbp3,66174925,66163419,-,10611,NM_177806,Prpf39,66137321,66164373,+,Y,N,N,N,-224,CpG_End,CpG: 63,chr12,66174459,66175208,68,0.73,0.74,0,0,0,NA,0,0,0,0,0,0,0,0.148,0,-0.148,0.296665037,0.527733634,0,0
SmaI_mm9_116359,chr12,66176587,-6,1,NM_178912,Fancm,66176593,66233045,+,12214,NM_177806,Prpf39,66137321,66164373,+,Y,N,N,N,125,CpG_Start,CpG: 61,chr12,66176462,66176962,69.1,1.02,0.19,0,0,0,0,0,0,0,0.2,0.21,0.21,0,0.031666667,0.103333333,0.071666667,0.229835255,0.638583353,0,0
SmaI_mm9_116360,chr12,66176867,274,1,NM_178912,Fancm,66176593,66233045,+,12494,NM_177806,Prpf39,66137321,66164373,+,Y,N,N,N,-95,CpG_End,CpG: 61,chr12,66176462,66176962,69.1,1.02,0,0.09,0.12,0.11,0.14,0,0,0.08,0,0,0.12,0.09,0.076666667,0.048333333,-0.028333333,0.418453251,0.378353054,0,1
SmaI_mm9_116361,chr12,66177191,598,0,NM_178912,Fancm,66176593,66233045,+,12818,NM_177806,Prpf39,66137321,66164373,+,N,N,N,N,229,CpG_End,CpG: 61,chr12,66176462,66176962,69.1,1.02,0.76,0,0.3,0,0.31,0,0,0,0,0.26,0,0,0.228333333,0.043333333,-0.185,0.185239706,0.732265917,1,1
SmaI_mm9_116363,chr12,66273505,62,1,NM_172578,C79407,66273567,66233721,-,-39784,NM_172578,C79407,66273567,66233721,-,Y,N,N,N,224,CpG_Start,CpG: 64,chr12,66273281,66273868,65.3,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_116364,chr12,66273783,-216,1,NM_172578,C79407,66273567,66233721,-,-40062,NM_172578,C79407,66273567,66233721,-,Y,N,N,N,-85,CpG_End,CpG: 64,chr12,66273281,66273868,65.3,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SmaI_mm9_116407,chr12,67429698,-44310,0,NM_001162933,Rpl10l,67385388,67384368,-,-45330,NM_001162933,Rpl10l,67385388,67384368,-,N,RMER17A,LTR,ERVK,44311,CpG_End,CpG: 48,chr12,67384860,67385387,61.7,0.95,96.09,93.77,95.64,95.67,NA,96.48,95.18,97.71,94.42,95.67,98.3,94.86,95.53,96.02333333,0.493333333,0.569399417,0.244582982,0,0
SmaI_mm9_116428,chr12,68323265,-1075,0,NM_207010,Mdga2,68322190,67572172,-,434464,NR_033146,LOC100316870,68770258,68757729,-,Y,N,N,N,-613,CpG_End,CpG: 177,chr12,68321618,68323878,58.4,0.92,0,0,0.48,0,0,0.37,0.75,0.19,0.96,0.47,0.52,0.34,0.141666667,0.538333333,0.396666667,0.021335596,1.670895221,0,0
SmaI_mm9_116429,chr12,68323663,-1473,0,NM_207010,Mdga2,68322190,67572172,-,434066,NR_033146,LOC100316870,68770258,68757729,-,Y,N,N,N,-215,CpG_End,CpG: 177,chr12,68321618,68323878,58.4,0.92,0.97,0.39,0.23,1.92,1.05,1.07,1.66,0.8,2.3,1.42,1.8,0.82,0.938333333,1.466666667,0.528333333,0.153192563,0.814762318,0,0
SmaI_mm9_116540,chr12,70269006,-795,1,NM_001081406,Ppil5,70269801,70279997,+,-10297,NM_009093,Rps29,70260173,70258709,-,N,N,N,N,-476,CpG_Start,CpG: 45,chr12,70269482,70270154,62,0.7,8.23,5.44,10.68,7.39,4.83,8.12,NA,9.93,3.5,9.76,9.69,10.61,7.448333333,8.698,1.249666667,0.432206127,0.364309081,1,0
SmaI_mm9_116541,chr12,70269483,-318,1,NM_001081406,Ppil5,70269801,70279997,+,-10514,NM_001081406,Ppil5,70269801,70279997,+,Y,N,N,N,1,CpG_Start,CpG: 45,chr12,70269482,70270154,62,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SmaI_mm9_116542,chr12,70269950,149,1,NM_001081406,Ppil5,70269801,70279997,+,-10047,NM_001081406,Ppil5,70269801,70279997,+,Y,N,N,N,-204,CpG_End,CpG: 45,chr12,70269482,70270154,62,0.7,0.65,0,NA,0,0,0,0,0,NA,0,NA,0,0.13,0,-0.13,0.407083822,0.390316157,0,1
SmaI_mm9_116544,chr12,70284803,251,1,NM_025589,Rpl36al,70285054,70283723,-,-1080,NM_025589,Rpl36al,70285054,70283723,-,Y,N,N,N,232,CpG_Start,CpG: 160,chr12,70284571,70285971,66.3,1.04,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0.03,0.03,0.340893132,0.467381748,0,1
SmaI_mm9_116545,chr12,70285168,23,1,NM_146035,Mgat2,70285145,70287760,+,-1445,NM_025589,Rpl36al,70285054,70283723,-,Y,N,N,N,597,CpG_Start,CpG: 160,chr12,70284571,70285971,66.3,1.04,0.17,0,0,0,0,0,0,0,0,0.22,0,0.18,0.028333333,0.066666667,0.038333333,0.470107902,0.327802449,0,1
SmaI_mm9_116548,chr12,70285505,360,1,NM_146035,Mgat2,70285145,70287760,+,-1782,NM_025589,Rpl36al,70285054,70283723,-,Y,N,N,N,-466,CpG_End,CpG: 160,chr12,70284571,70285971,66.3,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_116549,chr12,70285971,826,0,NM_146035,Mgat2,70285145,70287760,+,-1789,NM_146035,Mgat2,70285145,70287760,+,Y,N,N,N,0,CpG_End,CpG: 160,chr12,70284571,70285971,66.3,1.04,0,0,0.92,0.5,0.41,0.37,0.58,0,0,0,0,0,0.366666667,0.096666667,-0.27,0.144982568,0.838684212,0,1
SmaI_mm9_116552,chr12,70298658,460,1,NR_033222,9330151L19Rik,70298198,70300855,+,-2197,NR_033222,9330151L19Rik,70298198,70300855,+,Y,N,N,N,-604,CpG_End,CpG: 163,chr12,70297781,70299262,68.1,0.95,0,0.18,0,0,0,0,0,0,0,0,0,0,0.03,0,-0.03,0.340893132,0.467381748,0,1
SmaI_mm9_116553,chr12,70298953,463,1,NM_027269,1110034A24Rik,70299416,70290825,-,-1902,NR_033222,9330151L19Rik,70298198,70300855,+,Y,GC_rich,Low_complexity,Low_complexity,-309,CpG_End,CpG: 163,chr12,70297781,70299262,68.1,0.95,0,0,0.32,0,0,0,0,0,0,0,0,0,0.053333333,0,-0.053333333,0.340893132,0.467381748,0,1
SmaI_mm9_116563,chr12,70465024,-6871,0,NM_025441,Sdccag1,70458153,70412530,-,-11943,NM_007481,Arf6,70473137,70476967,+,N,N,N,N,2306,CpG_End,CpG: 21,chr12,70462472,70462718,59.9,0.95,0.21,0.39,0,0.21,0.34,0.24,0.57,0.33,0,0.42,0,0,0.231666667,0.22,-0.011666667,0.922598788,0.03498712,0,0
SmaI_mm9_116564,chr12,70465293,-7140,0,NM_025441,Sdccag1,70458153,70412530,-,-11674,NM_007481,Arf6,70473137,70476967,+,N,N,N,N,2575,CpG_End,CpG: 21,chr12,70462472,70462718,59.9,0.95,0,0,0,0,0.38,0,0,0,0,0,0.51,0,0.063333333,0.085,0.021666667,0.842139881,0.074615765,0,0
SmaI_mm9_116616,chr12,71087545,444,1,NM_022028,Sav1,71087989,71065999,-,-21546,NM_022028,Sav1,71087989,71065999,-,Y,N,N,N,96,CpG_Start,CpG: 105,chr12,71087449,71088390,59.9,1.25,0,0,0,0,0,0.2,0,0,0,0.25,0,0,0.033333333,0.041666667,0.008333333,0.879003845,0.056009225,0,1
SmaI_mm9_116617,chr12,71087829,160,1,NM_022028,Sav1,71087989,71065999,-,-21830,NM_022028,Sav1,71087989,71065999,-,Y,(CCG)n,Simple_repeat,Simple_repeat,380,CpG_Start,CpG: 105,chr12,71087449,71088390,59.9,1.25,0,0,0.32,0,0,0.42,0.22,0,0,0,0.35,0,0.123333333,0.095,-0.028333333,0.784191203,0.105578034,0,1
SmaI_mm9_116673,chr12,71774236,-152265,0,NM_028127,Frmd6,71926501,72003221,+,205625,NM_028339,Tmx1,71554141,71568611,+,N,N,N,N,-152220,CpG_Start,CpG: 64,chr12,71926456,71927018,66.4,1.03,29.28,25.36,33.49,38.46,29.9,24.27,43,27.96,44.6,31.29,47.45,30.14,30.12666667,37.40666667,7.28,0.105453276,0.976939924,0,0
SmaI_mm9_116674,chr12,71774488,-152013,0,NM_028127,Frmd6,71926501,72003221,+,205877,NM_028339,Tmx1,71554141,71568611,+,N,N,N,N,-151968,CpG_Start,CpG: 64,chr12,71926456,71927018,66.4,1.03,21.1,20.31,22.07,29.5,21.29,17.54,37.99,16.51,39.99,23.52,39.9,26.05,21.96833333,30.66,8.691666667,0.076051636,1.118891439,0,0
SmaI_mm9_116686,chr12,71927451,950,0,NM_028127,Frmd6,71926501,72003221,+,-75770,NM_028127,Frmd6,71926501,72003221,+,N,N,N,N,433,CpG_End,CpG: 64,chr12,71926456,71927018,66.4,1.03,1.35,0,0,2.19,0.39,1.03,0.47,0,0.63,0.76,1.96,0.84,0.826666667,0.776666667,-0.05,0.912125774,0.039945272,1,1
SmaI_mm9_116698,chr12,72038844,0,1,NM_019785,Actr10,72038844,72065702,+,-26858,NM_019785,Actr10,72038844,72065702,+,Y,N,N,N,120,CpG_Start,CpG: 41,chr12,72038724,72039144,61.8,1.02,0.45,0,0,0,0,0,0,0,0,0,0,0,0.075,0,-0.075,0.340893132,0.467381748,0,0
SmaI_mm9_116699,chr12,72039103,259,1,NM_019785,Actr10,72038844,72065702,+,-26599,NM_019785,Actr10,72038844,72065702,+,Y,N,N,N,-41,CpG_End,CpG: 41,chr12,72038724,72039144,61.8,1.02,0,0.31,0,0,0.58,0,0.28,0,0,0,0,0.64,0.148333333,0.153333333,0.005,0.973518227,0.011655913,0,1
SmaI_mm9_116701,chr12,72075943,333,1,NM_011184,Psma3,72075610,72095908,+,10241,NM_019785,Actr10,72038844,72065702,+,Y,N,N,N,-268,CpG_End,CpG: 71,chr12,72075516,72076211,66.2,0.93,0,0,0.69,0,0,0,0,0,0,0,0,0,0.115,0,-0.115,0.340893132,0.467381748,0,1
SmaI_mm9_116702,chr12,72076167,557,0,NM_011184,Psma3,72075610,72095908,+,10465,NM_019785,Actr10,72038844,72065702,+,Y,N,N,N,-44,CpG_End,CpG: 71,chr12,72075516,72076211,66.2,0.93,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0.078333333,0.078333333,0.340893132,0.467381748,0,1
SmaI_mm9_116704,chr12,72117344,390,1,NM_001081195,Arid4a,72116954,72200338,+,21436,NM_011184,Psma3,72075610,72095908,+,Y,N,N,N,-199,CpG_End,CpG: 120,chr12,72116208,72117543,65,0.85,0.12,0.11,0,0,0.15,0,0.12,0,0.12,0,0.15,0,0.063333333,0.065,0.001666667,0.968515862,0.013893262,0,1
SmaI_mm9_116705,chr12,72117649,695,0,NM_001081195,Arid4a,72116954,72200338,+,21741,NM_011184,Psma3,72075610,72095908,+,N,N,N,N,106,CpG_End,CpG: 120,chr12,72116208,72117543,65,0.85,0,0,0.15,0.11,0,0,0,0,0.11,0,0,0,0.043333333,0.018333333,-0.025,0.471071134,0.326913507,1,1
SmaI_mm9_116706,chr12,72117819,865,0,NM_001081195,Arid4a,72116954,72200338,+,21911,NM_011184,Psma3,72075610,72095908,+,N,(CGGGG)n,Simple_repeat,Simple_repeat,276,CpG_End,CpG: 120,chr12,72116208,72117543,65,0.85,0,0,NA,0,0,0,0.66,0.66,0,0,0,0,0,0.22,0.22,0.186446509,0.729445744,1,1
SmaI_mm9_116713,chr12,72212380,-35,1,NM_029227,Tomm20l,72212415,72224208,+,11779,NM_001024854,Timm9,72237662,72224159,-,Y,N,N,N,21,CpG_Start,CpG: 32,chr12,72212359,72212644,71.7,0.87,3.54,5.64,4.67,7.16,5.18,5.29,6.51,4.04,8.44,7.25,7.93,3.66,5.246666667,6.305,1.058333333,0.293437054,0.532485046,0,0
SmaI_mm9_116714,chr12,72212611,196,1,NM_029227,Tomm20l,72212415,72224208,+,11548,NM_001024854,Timm9,72237662,72224159,-,Y,N,N,N,-33,CpG_End,CpG: 32,chr12,72212359,72212644,71.7,0.87,4.98,8.81,6,7.21,7.77,5.37,9.56,3.85,9.87,7.67,11.51,4.72,6.69,7.863333333,1.173333333,0.415754105,0.381163454,0,1
SmaI_mm9_116721,chr12,72326517,-84454,0,NM_021532,Dact1,72410971,72419881,+,-17771,NM_029818,2700049A03Rik,72237835,72344288,+,N,N,N,N,-84039,CpG_Start,CpG: 104,chr12,72410556,72411443,67.2,1.06,96.14,96.12,96.64,96.76,97.59,94.04,93.45,94.64,97.56,95.49,95.15,95.33,96.215,95.27,-0.945,0.226538753,0.644857494,0,0
SmaI_mm9_116722,chr12,72326759,-84212,0,NM_021532,Dact1,72410971,72419881,+,-17529,NM_029818,2700049A03Rik,72237835,72344288,+,N,N,N,N,-83797,CpG_Start,CpG: 104,chr12,72410556,72411443,67.2,1.06,69.34,73.41,76.54,78.71,71.73,77.15,80,67.89,66.11,75.75,80.42,67.2,74.48,72.895,-1.585,0.617136716,0.209618615,0,0
SmaI_mm9_116724,chr12,72410557,-414,1,NM_021532,Dact1,72410971,72419881,+,-9324,NM_021532,Dact1,72410971,72419881,+,Y,N,N,N,1,CpG_Start,CpG: 104,chr12,72410556,72411443,67.2,1.06,0,0,0,0.21,0,0,0.69,0,0,0,0.71,0,0.035,0.233333333,0.198333333,0.220303449,0.656978704,0,0
SmaI_mm9_116725,chr12,72410947,-24,1,NM_021532,Dact1,72410971,72419881,+,-8934,NM_021532,Dact1,72410971,72419881,+,Y,N,N,N,391,CpG_Start,CpG: 104,chr12,72410556,72411443,67.2,1.06,0,0,0,0.44,0,0,0.93,0,0,0.59,0,0.32,0.073333333,0.306666667,0.233333333,0.210552197,0.676640223,0,0
SmaI_mm9_116758,chr12,72992847,60782,0,NM_026102,Daam1,72932065,73093354,+,-100507,NM_026102,Daam1,72932065,73093354,+,N,N,N,N,60000,CpG_End,CpG: 69,chr12,72932083,72932847,64.4,0.87,29.92,26.02,33.5,41.01,31.63,28.82,53.3,28.33,63.72,36.47,48.9,37.02,31.81666667,44.62333333,12.80666667,0.049096301,1.308951227,0,1
SmaI_mm9_116759,chr12,72993198,61133,0,NM_026102,Daam1,72932065,73093354,+,-100156,NM_026102,Daam1,72932065,73093354,+,N,N,N,N,60351,CpG_End,CpG: 69,chr12,72932083,72932847,64.4,0.87,85.3,84.52,87,90.42,87.67,83.48,87.24,83.81,94.13,82.53,86.04,79.59,86.39833333,85.55666667,-0.841666667,0.71956873,0.142927718,0,1
SmaI_mm9_116785,chr12,73324623,13088,0,NM_001007596,Rtn1,73337711,73312739,-,-11884,NM_153457,Rtn1,73509926,73312739,-,N,N,N,N,-12832,CpG_Start,CpG: 56,chr12,73337455,73337954,63.4,1.14,95.19,99.56,97.04,91.18,98.86,96.99,97.79,97.85,94.43,98.13,96.39,97,96.47,96.93166667,0.461666667,0.740300573,0.130591914,0,1
SmaI_mm9_116786,chr12,73324980,12731,0,NM_001007596,Rtn1,73337711,73312739,-,-12241,NM_153457,Rtn1,73509926,73312739,-,N,N,N,N,-12475,CpG_Start,CpG: 56,chr12,73337455,73337954,63.4,1.14,90.97,89.55,93.8,93.74,91.78,93.09,91.74,92.57,89.02,93.24,91.75,92.36,92.155,91.78,-0.375,0.690676645,0.160725229,0,1
SmaI_mm9_116800,chr12,73509488,438,1,NM_153457,Rtn1,73509926,73312739,-,-65709,NM_001142729,Lrrc9,73543236,73575197,+,Y,N,N,N,235,CpG_Start,CpG: 49,chr12,73509253,73509728,71.4,0.81,0,0.34,0.54,0,0,0.35,0.77,0,0.33,0.86,0.44,0.3,0.205,0.45,0.245,0.161441976,0.791983535,0,1
SmaI_mm9_116801,chr12,73509766,160,1,NM_153457,Rtn1,73509926,73312739,-,-65431,NM_001142729,Lrrc9,73543236,73575197,+,N,GC_rich,Low_complexity,Low_complexity,38,CpG_End,CpG: 49,chr12,73509253,73509728,71.4,0.81,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0.155,0.155,0.340893132,0.467381748,1,1
SmaI_mm9_116818,chr12,73770919,-5104,0,NM_025522,Dhrs7,73765815,73751341,-,-19578,NM_025522,Dhrs7,73765815,73751341,-,N,N,N,N,4995,CpG_End,CpG: 28,chr12,73765659,73765924,68.4,0.92,88.86,90.78,89.66,92.34,93.51,90.7,91.21,91.23,89.16,93.97,93.27,89.48,90.975,91.38666667,0.411666667,0.704920332,0.151859963,0,0
SmaI_mm9_116840,chr12,74046647,5715,0,NM_011384,Six6,74040932,74045886,+,761,NM_011384,Six6,74040932,74045886,+,Y,N,N,N,307,CpG_Start,CpG: 83,chr12,74046340,74047031,71.4,0.94,0.86,0.79,0.5,1.23,0.67,0.85,0.97,0.3,1.89,1.75,1.39,1.19,0.816666667,1.248333333,0.431666667,0.12214354,0.913129497,0,0
SmaI_mm9_116841,chr12,74046953,6021,0,NM_011384,Six6,74040932,74045886,+,1067,NM_011384,Six6,74040932,74045886,+,Y,N,N,N,-78,CpG_End,CpG: 83,chr12,74046340,74047031,71.4,0.94,0.85,0.97,0.8,2.07,0.81,1.49,1.52,1.39,0.84,1.87,1.23,0.61,1.165,1.243333333,0.078333333,0.786412776,0.10434944,0,0
SmaI_mm9_116845,chr12,74140483,7216,0,NM_009189,Six1,74147699,74142814,-,2331,NM_009189,Six1,74147699,74142814,-,N,N,N,N,4246,CpG_End,CpG: 24,chr12,74135951,74136237,69.3,0.7,4.56,0.85,2.58,2.94,0.51,0.64,0.84,1.82,2.67,1.47,1.77,3.33,2.013333333,1.983333333,-0.03,0.969079123,0.013640762,0,0
SmaI_mm9_116846,chr12,74140693,7006,0,NM_009189,Six1,74147699,74142814,-,2121,NM_009189,Six1,74147699,74142814,-,N,N,N,N,4456,CpG_End,CpG: 24,chr12,74135951,74136237,69.3,0.7,0.82,0,0,2.99,0,0.89,2.12,0.75,0.99,0.35,1.27,1.31,0.783333333,1.131666667,0.348333333,0.528265298,0.277147917,0,0
SmaI_mm9_116847,chr12,74145438,2261,0,NM_009189,Six1,74147699,74142814,-,-2624,NM_009189,Six1,74147699,74142814,-,N,N,N,N,-165,CpG_Start,CpG: 199,chr12,74145603,74147861,63.7,0.87,0.22,0,0.29,0,0,0.56,0,0.16,0.36,0.47,0.51,0.16,0.178333333,0.276666667,0.098333333,0.444514514,0.352114054,1,1
SmaI_mm9_116848,chr12,74145688,2011,0,NM_009189,Six1,74147699,74142814,-,-2874,NM_009189,Six1,74147699,74142814,-,Y,N,N,N,85,CpG_Start,CpG: 199,chr12,74145603,74147861,63.7,0.87,0.23,0.19,0,0,0,0,0,0,0.19,0.72,0,0,0.07,0.151666667,0.081666667,0.531405659,0.274573825,0,1
SmaI_mm9_116849,chr12,74145696,2003,0,NM_009189,Six1,74147699,74142814,-,-2882,NM_009189,Six1,74147699,74142814,-,Y,N,N,N,93,CpG_Start,CpG: 199,chr12,74145603,74147861,63.7,0.87,0,0,0.52,0,0,0,0.22,0.19,0,0.22,0,0,0.086666667,0.105,0.018333333,0.856315356,0.067366268,0,1
SmaI_mm9_116850,chr12,74146006,1693,0,NM_009189,Six1,74147699,74142814,-,-3192,NM_009189,Six1,74147699,74142814,-,Y,N,N,N,403,CpG_Start,CpG: 199,chr12,74145603,74147861,63.7,0.87,0.38,0.16,0,0,0,0.66,0.61,0,0.17,0,0.52,0,0.2,0.216666667,0.016666667,0.918423849,0.036956847,0,1
SmaI_mm9_116872,chr12,74494935,107093,0,NM_001037717,Slc38a6,74387842,74453915,+,41020,NM_001037717,Slc38a6,74387842,74453915,+,N,N,N,N,106873,CpG_End,CpG: 50,chr12,74387468,74388062,63.9,0.82,18.56,24.51,23.42,22.33,25.32,19.33,33.22,18.87,44.98,26.68,39.65,20.98,22.245,30.73,8.485,0.082243921,1.084896193,0,0
SmaI_mm9_116873,chr12,74495233,107391,0,NM_001037717,Slc38a6,74387842,74453915,+,41318,NM_001037717,Slc38a6,74387842,74453915,+,N,N,N,N,107171,CpG_End,CpG: 50,chr12,74387468,74388062,63.9,0.82,60.03,59.74,64.1,60.78,73.88,63.62,55.34,51.4,74.73,63.74,58.58,48.04,63.69166667,58.63833333,-5.053333333,0.285640106,0.544180814,0,0
SmaI_mm9_116880,chr12,74551028,96354,0,NM_178715,Tmem30b,74647382,74644101,-,93073,NM_178715,Tmem30b,74647382,74644101,-,N,N,N,N,-95248,CpG_Start,CpG: 140,chr12,74646276,74647543,65.1,1.06,49.22,49.73,46.84,57.39,49.02,56.22,62.05,42.48,54.74,53.55,58.32,48.5,51.40333333,53.27333333,1.87,0.589222065,0.229720998,0,0
SmaI_mm9_116881,chr12,74551269,96113,0,NM_178715,Tmem30b,74647382,74644101,-,92832,NM_178715,Tmem30b,74647382,74644101,-,N,B3,SINE,B2,-95007,CpG_Start,CpG: 140,chr12,74646276,74647543,65.1,1.06,32.61,43.13,38.41,46.69,39.41,41.91,43.7,28.77,39.4,37.33,41.2,29.83,40.36,36.705,-3.655,0.276073842,0.558974741,0,0
SmaI_mm9_116890,chr12,74647013,369,1,NM_178715,Tmem30b,74647382,74644101,-,-2912,NM_178715,Tmem30b,74647382,74644101,-,Y,N,N,N,-530,CpG_End,CpG: 140,chr12,74646276,74647543,65.1,1.06,0,0.44,0.56,0.49,0.44,0,0.94,0,0,0.45,0.53,1.53,0.321666667,0.575,0.253333333,0.354693568,0.450146687,0,1
SmaI_mm9_116891,chr12,74647521,-139,1,NM_178715,Tmem30b,74647382,74644101,-,-3420,NM_178715,Tmem30b,74647382,74644101,-,Y,N,N,N,-22,CpG_End,CpG: 140,chr12,74646276,74647543,65.1,1.06,2.61,1.64,0,2.73,1.83,2.05,0.63,1.05,3.22,3.28,1.44,2.61,1.81,2.038333333,0.228333333,0.719185696,0.143158959,0,0
SmaI_mm9_116893,chr12,74685596,-432,1,NM_008856,Prkch,74686028,74879171,+,-41495,NM_178715,Tmem30b,74647382,74644101,-,Y,N,N,N,157,CpG_Start,CpG: 102,chr12,74685439,74686690,63.6,0.81,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0.078333333,0.078333333,0.340893132,0.467381748,0,0
SmaI_mm9_116894,chr12,74686087,59,1,NM_008856,Prkch,74686028,74879171,+,-41986,NM_178715,Tmem30b,74647382,74644101,-,Y,N,N,N,-603,CpG_End,CpG: 102,chr12,74685439,74686690,63.6,0.81,0,0,0,0.41,0,0,0,0,0,0,0,0,0.068333333,0,-0.068333333,0.340893132,0.467381748,0,1
SmaI_mm9_116901,chr12,74800131,114103,0,NM_008856,Prkch,74686028,74879171,+,-79040,NM_008856,Prkch,74686028,74879171,+,N,N,N,N,113441,CpG_End,CpG: 102,chr12,74685439,74686690,63.6,0.81,51.01,58.98,54.82,57.52,56.21,55.51,56.43,53.1,22.98,54.55,62.27,54.11,55.675,50.57333333,-5.101666667,0.398625144,0.399435311,0,1
