ID,Chromosome,Position,Distance2TSS_GeneA,In.prom,RefSeq_GeneA,Name_GeneA,TSS_GeneA,TSE_GeneA,Strand_GeneA,Distance2TSE_GeneB,RefSeq_GeneB,Name_GeneB,TSS_GeneB,TSE_GeneB,Strand_GeneB,inCpG,RepeatName,RepeatClass,RepeatFamily,Distance2CpG,Which_CpG_Edge,CpG_Name,CpG_Chr,CpG_Start,CpG_End,CpG_perGc,CpG_obsExp,SPFC1M1,SPFC1M2,SPFC2M1,SPFC2M2,SPFC3M1,SPFC3M2,AvgWT,SpfKoC4M1,SpfKoC4M2,SpfKoC4M5,SpfKoC5M1,SpfKoC5M3,SpfKoC5M4,AvgKO,KO.WT,ttest2,pttest2,cgi.shore,in.gene
SmaI_mm9_12880,chr2,27250506,31839,0,NM_009500,Vav2,27282345,27119155,-,50595,NM_001113573,Brd3,27331193,27301101,-,N,N,N,N,-30724,CpG_Start,CpG: 159,chr2,27281230,27282872,64.4,0.94,74.85,75.84,79.87,79.45,83.57,72.07,77.60833333,80.7,78.48,NA,84.51,82.46,NA,81.5375,3.92916667,0.131739422,0.880284247,0,1
SmaI_mm9_128802,chr14,21612485,825,0,NM_001039138,Camk2g,21613310,21554097,-,-50125,NM_008873,Plau,21655884,21662610,+,Y,N,N,N,130,CpG_Start,CpG: 112,chr14,21612355,21613510,71.6,0.79,0.22,0.58,0,0.23,0,0,0.171666667,0.46,1.38,1,1.04,0.46,1.4,0.956666667,0.785,0.002403156,2.619218071,0,1
SmaI_mm9_128803,chr14,21612870,440,1,NM_001039138,Camk2g,21613310,21554097,-,-49740,NM_008873,Plau,21655884,21662610,+,Y,N,N,N,515,CpG_Start,CpG: 112,chr14,21612355,21613510,71.6,0.79,0,0,0,0,0,0,0,0,0,0.49,0.5,0.45,0.44,0.313333333,0.313333333,0.010360899,1.984602559,0,1
SmaI_mm9_12881,chr2,27250924,31421,0,NM_009500,Vav2,27282345,27119155,-,50177,NM_001113573,Brd3,27331193,27301101,-,N,N,N,N,-30306,CpG_Start,CpG: 159,chr2,27281230,27282872,64.4,0.94,41.52,50.15,46.8,54.07,54.69,44.76,48.665,46.69,54.52,57.65,57.73,53.08,63.47,55.52333333,6.85833333,0.053613194,1.270728318,0,1
SmaI_mm9_128850,chr14,22319082,6,1,NM_017479,Myst4,22319076,22491355,+,51314,NM_134079,Adk,21871855,22267768,+,Y,N,N,N,429,CpG_Start,CpG: 152,chr14,22318653,22320567,61.9,0.86,0,0,0,0,0,0,0,0,0.21,0,0,0,0.25,0.076666667,0.076666667,0.14696813,0.832776831,0,1
SmaI_mm9_128851,chr14,22319421,345,1,NM_017479,Myst4,22319076,22491355,+,51653,NM_134079,Adk,21871855,22267768,+,Y,N,N,N,768,CpG_Start,CpG: 152,chr14,22318653,22320567,61.9,0.86,0,0,0,0.2,0,0,0.033333333,0.69,0.4,0.29,0,0.68,0,0.343333333,0.31,0.038565923,1.413796269,0,1
SmaI_mm9_128888,chr14,22802763,6060,0,NM_145459,Zfp503,22808823,22803184,-,421,NM_145459,Zfp503,22808823,22803184,-,N,N,N,N,-1418,CpG_Start,CpG: 245,chr14,22804181,22807728,58.9,0.8,12.92,15.27,8.55,21.98,18.78,13.4,15.15,11.98,25.61,26.83,16.78,10.32,11.09,17.10166667,1.95166667,0.598734552,0.222765679,1,0
SmaI_mm9_128889,chr14,22803130,5693,0,NM_145459,Zfp503,22808823,22803184,-,54,NM_145459,Zfp503,22808823,22803184,-,N,N,N,N,-1051,CpG_Start,CpG: 245,chr14,22804181,22807728,58.9,0.8,40.57,46.92,47.59,53.09,48.1,46.73,47.16666667,55.87,54.85,53.97,61.89,42.43,44.44,52.24166667,5.075,0.169856436,0.769917993,1,0
SmaI_mm9_128894,chr14,22808371,452,1,NM_145459,Zfp503,22808823,22803184,-,-5187,NM_145459,Zfp503,22808823,22803184,-,Y,N,N,N,105,CpG_Start,CpG: 48,chr14,22808266,22808947,58.4,0.83,0,0.38,1.11,0.49,0.21,0.13,0.386666667,1.27,0.87,0.62,0.67,1.17,1.34,0.99,0.603333333,0.014907387,1.826598484,0,1
SmaI_mm9_128895,chr14,22808609,214,1,NM_145459,Zfp503,22808823,22803184,-,-5425,NM_145459,Zfp503,22808823,22803184,-,Y,N,N,N,-338,CpG_End,CpG: 48,chr14,22808266,22808947,58.4,0.83,0.13,0.63,0.74,0,0,0.13,0.271666667,0.91,0.21,0.56,0.76,0.6,0.94,0.663333333,0.391666666,0.04750879,1.32322603,0,1
SmaI_mm9_128899,chr14,22813440,-4617,0,NM_145459,Zfp503,22808823,22803184,-,-10256,NM_145459,Zfp503,22808823,22803184,-,N,N,N,N,-1248,CpG_Start,CpG: 20,chr14,22814688,22814942,68.2,0.7,8.42,13.37,9.44,16.81,7.89,9.79,10.95333333,10.68,9.76,10.59,9.92,9.01,7.03,9.498333333,-1.454999997,0.359150224,0.444723858,1,0
SmaI_mm9_128900,chr14,22813737,-4914,0,NM_145459,Zfp503,22808823,22803184,-,-10553,NM_145459,Zfp503,22808823,22803184,-,N,N,N,N,-951,CpG_Start,CpG: 20,chr14,22814688,22814942,68.2,0.7,6.88,11.54,7.8,15.87,7.37,8.87,9.721666667,9.47,10.42,11.83,13.64,9.13,9.71,10.7,0.978333333,0.547515398,0.261603663,1,0
SmaI_mm9_12893,chr2,27330508,410,1,NM_023336,Brd3,27330918,27301101,-,-29407,NM_001113573,Brd3,27331193,27301101,-,Y,N,N,N,24,CpG_Start,CpG: 139,chr2,27330484,27331737,65.1,1.05,0.18,0,0,0,0,0,0.03,0.4,0.59,0.73,0.9,0.36,1.03,0.668333333,0.638333333,0.000224715,3.648368081,0,1
SmaI_mm9_12894,chr2,27330906,12,1,NM_023336,Brd3,27330918,27301101,-,-29805,NM_001113573,Brd3,27331193,27301101,-,Y,N,N,N,422,CpG_Start,CpG: 139,chr2,27330484,27331737,65.1,1.05,0,0,0.29,0.18,0.19,0.13,0.131666667,0.44,2.24,1.16,0,0.36,1.49,0.948333333,0.816666666,0.039585283,1.402466249,0,1
SmaI_mm9_12895,chr2,27330963,-45,1,NM_023336,Brd3,27330918,27301101,-,-29862,NM_001113573,Brd3,27331193,27301101,-,Y,N,N,N,479,CpG_Start,CpG: 139,chr2,27330484,27331737,65.1,1.05,0.23,0,0,0,0,0,0.038333333,0.47,0.85,0.7,0.54,0.57,0,0.521666667,0.483333334,0.002969066,2.527380179,0,0
SmaI_mm9_12896,chr2,27331249,-56,1,NM_001113574,Brd3,27331193,27301101,-,-30148,NM_001113573,Brd3,27331193,27301101,-,Y,N,N,N,-488,CpG_End,CpG: 139,chr2,27330484,27331737,65.1,1.05,0,0,0,0,0,0,0,0,0.27,0.66,0.35,0.44,0.78,0.416666667,0.416666667,0.00447578,2.349131233,0,0
SmaI_mm9_128976,chr14,24822701,726,0,NM_010610,Kcnma1,24823427,24117983,-,130476,NM_027726,Dlg5,25065142,24953177,-,N,N,N,N,-209,CpG_Start,CpG: 18,chr14,24822910,24823162,56.5,0.89,1.39,0.71,1.98,0.91,0,1.1,1.015,6.53,7.67,7.04,4.18,5.76,3.1,5.713333333,4.698333333,0.000111932,3.951047316,1,1
SmaI_mm9_128977,chr14,24822956,471,1,NM_010610,Kcnma1,24823427,24117983,-,130221,NM_027726,Dlg5,25065142,24953177,-,Y,GC_rich,Low_complexity,Low_complexity,46,CpG_Start,CpG: 18,chr14,24822910,24823162,56.5,0.89,6.6,4.43,6.47,4.54,9.19,4.4,5.938333333,15.74,13.23,14.99,13.13,16.02,16.83,14.99,9.051666667,3.62E-06,5.441312887,0,1
SmaI_mm9_129018,chr14,25281224,25044,0,NM_001081247,Polr3a,25306268,25267916,-,-13308,NM_001081247,Polr3a,25306268,25267916,-,N,ID4,SINE,ID,-24856,CpG_Start,CpG: 28,chr14,25306080,25306390,61.1,0.98,84.89,79.07,83.19,81.18,86.81,79.74,82.48,75.31,78.63,73.14,73.39,71.17,76.69,74.72166667,-7.75833333,0.00086103,3.064981806,0,1
SmaI_mm9_129019,chr14,25281467,24801,0,NM_001081247,Polr3a,25306268,25267916,-,-13551,NM_001081247,Polr3a,25306268,25267916,-,N,N,N,N,-24613,CpG_Start,CpG: 28,chr14,25306080,25306390,61.1,0.98,93.91,95.37,92.76,94.47,96.88,95.01,94.73333333,87.93,87.51,87.46,88.66,78.53,85.4,85.915,-8.81833333,0.000316931,3.499035797,0,1
SmaI_mm9_129056,chr14,25889383,-389395,0,NM_183208,Zmiz1,26278778,26484195,+,-520764,NR_033492,4931406H21Rik,26406290,26410147,+,N,N,N,N,290346,CpG_End,CpG: 27,chr14,25598692,25599037,66.8,0.72,87.75,86.03,88.96,89.66,90.58,84.04,87.83666667,81.82,87.13,82.36,90.64,88.59,84.77,85.885,-1.95166667,0.289822583,0.537867777,0,0
SmaI_mm9_129057,chr14,25889796,-388982,0,NM_183208,Zmiz1,26278778,26484195,+,-520351,NR_033492,4931406H21Rik,26406290,26410147,+,N,N,N,N,290759,CpG_End,CpG: 27,chr14,25598692,25599037,66.8,0.72,82.47,80.79,79.67,70.9,78.49,78.22,78.42333333,82.73,84.6,86.38,80.69,84.4,87.78,84.43,6.00666667,0.011113042,1.954167028,0,0
SmaI_mm9_129075,chr14,26137357,-141421,0,NM_183208,Zmiz1,26278778,26484195,+,-272790,NR_033492,4931406H21Rik,26406290,26410147,+,N,N,N,N,-60326,CpG_Start,CpG: 39,chr14,26197683,26198071,72,0.78,7,2.39,5.19,5.94,3.22,3.83,4.595,11.12,4.53,1.95,5.83,2.99,6.8,5.536666667,0.941666667,0.547126735,0.261912063,0,0
SmaI_mm9_129076,chr14,26137790,-140988,0,NM_183208,Zmiz1,26278778,26484195,+,-272357,NR_033492,4931406H21Rik,26406290,26410147,+,N,N,N,N,-59893,CpG_Start,CpG: 39,chr14,26197683,26198071,72,0.78,11.43,6.93,7.08,13.27,8.97,10.42,9.683333333,14.26,12.02,17.73,15.92,14.87,12.1,14.48333333,4.799999997,0.005565335,2.254508722,0,0
SmaI_mm9_129100,chr14,26279287,509,0,NM_183208,Zmiz1,26278778,26484195,+,-130860,NR_033492,4931406H21Rik,26406290,26410147,+,Y,N,N,N,738,CpG_Start,CpG: 190,chr14,26278549,26280578,65.3,0.88,0,0,0,0,0,0,0,0.34,0,1.96,0,1.24,0.72,0.71,0.71,0.048220948,1.316764257,0,1
SmaI_mm9_129101,chr14,26279430,652,0,NM_183208,Zmiz1,26278778,26484195,+,-130717,NR_033492,4931406H21Rik,26406290,26410147,+,Y,N,N,N,881,CpG_Start,CpG: 190,chr14,26278549,26280578,65.3,0.88,0,0,0,0,0,0,0,0.63,1.18,1.01,0.3,0,0,0.52,0.52,0.030366798,1.517601001,0,1
SmaI_mm9_129102,chr14,26279873,1095,0,NM_183208,Zmiz1,26278778,26484195,+,-130274,NR_033492,4931406H21Rik,26406290,26410147,+,Y,N,N,N,-705,CpG_End,CpG: 190,chr14,26278549,26280578,65.3,0.88,0,0,0,0,0,0,0,0,2.35,0,1.07,1,0,0.736666667,0.736666667,0.083658705,1.07748886,0,1
SmaI_mm9_129103,chr14,26279894,1116,0,NM_183208,Zmiz1,26278778,26484195,+,-130253,NR_033492,4931406H21Rik,26406290,26410147,+,Y,N,N,N,-684,CpG_End,CpG: 190,chr14,26278549,26280578,65.3,0.88,0,0,0,0,0,0.09,0.015,0,0.15,0.21,0,0.17,0,0.088333333,0.073333333,0.118820476,0.925108712,0,1
SmaI_mm9_129104,chr14,26280283,1505,0,NM_183208,Zmiz1,26278778,26484195,+,-129864,NR_033492,4931406H21Rik,26406290,26410147,+,Y,N,N,N,-295,CpG_End,CpG: 190,chr14,26278549,26280578,65.3,0.88,0,0,0.1,0,0.14,0,0.04,0.63,0.94,0.83,0.46,0.35,0.43,0.606666667,0.566666667,0.000207983,3.681973145,0,1
SmaI_mm9_129112,chr14,26341696,62918,0,NM_183208,Zmiz1,26278778,26484195,+,-68451,NR_033492,4931406H21Rik,26406290,26410147,+,N,N,N,N,61118,CpG_End,CpG: 190,chr14,26278549,26280578,65.3,0.88,56.17,59.66,51.62,65.16,71.13,64.77,61.41833333,40.76,60.31,NA,68.96,30.69,56.31,51.406,-10.01233333,0.185981554,0.730530128,0,1
SmaI_mm9_129113,chr14,26342147,63369,0,NM_183208,Zmiz1,26278778,26484195,+,-68000,NR_033492,4931406H21Rik,26406290,26410147,+,N,N,N,N,61569,CpG_End,CpG: 190,chr14,26278549,26280578,65.3,0.88,19.06,11.67,15.19,16.62,14.31,15.44,15.38166667,17.85,29.48,22.78,18.32,22.37,24.12,22.48666667,7.105,0.005319383,2.274138747,0,1
SmaI_mm9_129118,chr14,26360498,-45792,0,NR_033492,4931406H21Rik,26406290,26410147,+,-49649,NR_033492,4931406H21Rik,26406290,26410147,+,N,N,N,N,-65721,CpG_Start,CpG: 147,chr14,26426219,26427681,67,0.9,83.81,86.12,89.28,86.53,88.99,84,86.455,93.91,86.53,90.92,90.34,87.09,89.52,89.71833333,3.26333333,0.049574125,1.304744944,0,0
SmaI_mm9_129119,chr14,26360835,-45455,0,NR_033492,4931406H21Rik,26406290,26410147,+,-49312,NR_033492,4931406H21Rik,26406290,26410147,+,N,N,N,N,-65384,CpG_Start,CpG: 147,chr14,26426219,26427681,67,0.9,33.89,33.74,34.85,34.44,43.25,34.09,35.71,40.01,39.53,39.66,38.46,39.86,30.85,38.06166667,2.35166667,0.290036434,0.537547443,0,0
SmaI_mm9_129123,chr14,26399111,-7179,0,NR_033492,4931406H21Rik,26406290,26410147,+,-11036,NR_033492,4931406H21Rik,26406290,26410147,+,N,N,N,N,-27108,CpG_Start,CpG: 147,chr14,26426219,26427681,67,0.9,83.55,84.56,88.01,82.28,83.62,83.61,84.27166667,73.4,78.43,82.61,81.61,81.46,81.64,79.85833333,-4.41333334,0.021917105,1.659216817,0,0
SmaI_mm9_129124,chr14,26399367,-6923,0,NR_033492,4931406H21Rik,26406290,26410147,+,-10780,NR_033492,4931406H21Rik,26406290,26410147,+,N,N,N,N,-26852,CpG_Start,CpG: 147,chr14,26426219,26427681,67,0.9,84.39,82.55,85.12,83.11,83.54,82.02,83.455,88.77,81.38,86.39,85.39,88.28,89.29,86.58333333,3.12833333,0.036122791,1.442218703,0,0
SmaI_mm9_129136,chr14,26435482,29192,0,NR_033492,4931406H21Rik,26406290,26410147,+,25335,NR_033492,4931406H21Rik,26406290,26410147,+,N,N,N,N,7801,CpG_End,CpG: 147,chr14,26426219,26427681,67,0.9,85.45,84.39,72.43,79.04,88.56,77.43,81.21666667,74.49,80.77,83.49,83.24,70.26,77.36,78.26833333,-2.94833334,0.3847829,0.414784237,0,0
SmaI_mm9_129137,chr14,26435720,29430,0,NR_033492,4931406H21Rik,26406290,26410147,+,25573,NR_033492,4931406H21Rik,26406290,26410147,+,N,N,N,N,8039,CpG_End,CpG: 147,chr14,26426219,26427681,67,0.9,38.14,43.49,32.25,42.31,48.4,46.07,41.77666667,27.15,39.48,42.83,35.49,29.79,31.03,34.295,-7.48166667,0.054052848,1.26718142,0,0
SmaI_mm9_129140,chr14,26466266,-47390,0,NM_134084,Ppif,26513656,26519952,+,-17929,NM_183208,Zmiz1,26278778,26484195,+,N,N,N,N,38585,CpG_End,CpG: 147,chr14,26426219,26427681,67,0.9,77.22,71.62,67.56,77.49,77.06,76.34,74.54833333,62.63,71.28,68.07,73.68,64.61,64.95,67.53666667,-7.01166666,0.015546702,1.808361739,0,0
SmaI_mm9_129141,chr14,26466487,-47169,0,NM_134084,Ppif,26513656,26519952,+,-17708,NM_183208,Zmiz1,26278778,26484195,+,N,N,N,N,38806,CpG_End,CpG: 147,chr14,26426219,26427681,67,0.9,67.54,62.44,65.31,68.55,74.34,70.16,68.05666667,58.17,66.35,59.59,68.45,60.82,61.33,62.45166667,-5.605,0.038018615,1.420003709,0,0
SmaI_mm9_12915,chr2,27532877,156,1,NM_011305,Rxra,27532721,27618839,+,-85962,NM_011305,Rxra,27532721,27618839,+,Y,GC_rich,Low_complexity,Low_complexity,-572,CpG_End,CpG: 121,chr2,27531960,27533449,55.3,1.06,0,0.24,0,0,0,0,0.04,0,0,0,0,0.19,0,0.031666667,-0.008333333,0.873502401,0.058735897,0,1
SmaI_mm9_12916,chr2,27533123,402,1,NM_011305,Rxra,27532721,27618839,+,-85716,NM_011305,Rxra,27532721,27618839,+,Y,N,N,N,-326,CpG_End,CpG: 121,chr2,27531960,27533449,55.3,1.06,0,0,0.28,0,0.51,0,0.131666667,0.33,0.88,0.39,0.93,0.62,0.65,0.633333333,0.501666666,0.003743147,2.426763076,0,1
SmaI_mm9_129160,chr14,26588622,-280,1,NM_001101433,Zcchc24,26588342,26531126,-,-57496,NM_001101433,Zcchc24,26588342,26531126,-,Y,N,N,N,-238,CpG_End,CpG: 65,chr14,26587899,26588860,57.5,0.82,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0.036666667,0.036666667,0.340893132,0.467381748,0,0
SmaI_mm9_129161,chr14,26588860,-518,1,NM_001101433,Zcchc24,26588342,26531126,-,-57734,NM_001101433,Zcchc24,26588342,26531126,-,Y,N,N,N,0,CpG_End,CpG: 65,chr14,26587899,26588860,57.5,0.82,0,0,0,0,0.68,0,0.113333333,0.17,0.17,0.21,0.62,0.69,0.19,0.341666667,0.228333334,0.161267827,0.792452266,0,0
SmaI_mm9_129258,chr14,27928036,75849,0,NM_134437,Il17rd,27852187,27920472,+,7564,NM_134437,Il17rd,27852187,27920472,+,Y,GC_rich,Low_complexity,Low_complexity,96,CpG_Start,CpG: 41,chr14,27927940,27928442,65.8,0.77,0,0.14,0,0,0,0.14,0.046666667,0.44,0,0.21,0,0,0.2,0.141666667,0.095,0.252286139,0.598106609,0,0
SmaI_mm9_129259,chr14,27928390,76203,0,NM_134437,Il17rd,27852187,27920472,+,7918,NM_134437,Il17rd,27852187,27920472,+,Y,N,N,N,-52,CpG_End,CpG: 41,chr14,27927940,27928442,65.8,0.77,0.19,0.14,0.64,0,0.23,0.14,0.223333333,0.66,1.02,1.06,0.25,1.41,0.79,0.865,0.641666667,0.005980942,2.223230386,0,0
SmaI_mm9_129274,chr14,28149301,-92732,0,NM_028945,D14Abb1e,28242033,28296740,+,-67789,NM_027871,Arhgef3,28051225,28217090,+,Y,N,N,N,205,CpG_Start,CpG: 47,chr14,28149096,28149799,62.8,0.69,0,0,0,0.45,0,0.18,0.105,1.71,0,0.62,1.15,1.2,1.05,0.955,0.85,0.006720623,2.17259044,0,0
SmaI_mm9_129275,chr14,28149751,-92282,0,NM_028945,D14Abb1e,28242033,28296740,+,-67339,NM_027871,Arhgef3,28051225,28217090,+,Y,N,N,N,-48,CpG_End,CpG: 47,chr14,28149096,28149799,62.8,0.69,0.25,0.63,0.39,0,0.26,1.09,0.436666667,1.21,0.47,2.03,0,0.87,2.96,1.256666667,0.82,0.110335781,0.957283626,0,0
SmaI_mm9_129338,chr14,29324735,6076,0,NM_009524,Wnt5a,29318659,29338620,+,-13885,NM_009524,Wnt5a,29318659,29338620,+,N,N,N,N,4812,CpG_End,CpG: 79,chr14,29318931,29319923,58.4,0.95,14.1,9.94,3.1,17.02,24.79,13.73,13.78,5.38,18.1,9.68,17.81,4.76,4.56,10.04833333,-3.73166667,0.365906694,0.436629645,0,1
SmaI_mm9_129339,chr14,29325032,6373,0,NM_009524,Wnt5a,29318659,29338620,+,-13588,NM_009524,Wnt5a,29318659,29338620,+,N,N,N,N,5109,CpG_End,CpG: 79,chr14,29318931,29319923,58.4,0.95,18.03,19.43,2.76,24.81,27.07,19.58,18.61333333,3.89,18.33,13.34,21.04,3.18,4.09,10.645,-7.96833333,0.125600276,0.901009405,0,1
SmaI_mm9_12936,chr2,27741747,-198,1,NM_015734,Col5a1,27741945,27895030,+,122908,NM_011305,Rxra,27532721,27618839,+,Y,N,N,N,63,CpG_Start,CpG: 110,chr2,27741684,27742672,71.8,0.86,0,0,0,0.28,0.31,0.21,0.133333333,1.33,0.83,1.45,0.46,1.82,0.46,1.058333333,0.925,0.002959859,2.528728938,0,0
SmaI_mm9_12937,chr2,27742128,183,1,NM_015734,Col5a1,27741945,27895030,+,123289,NM_011305,Rxra,27532721,27618839,+,Y,N,N,N,444,CpG_Start,CpG: 110,chr2,27741684,27742672,71.8,0.86,1.03,0.56,2.13,0.75,0.28,0.6,0.891666667,1.69,1.56,2.22,1.7,0,1.39,1.426666667,0.535,0.218043449,0.661456957,0,1
SmaI_mm9_129388,chr14,30535246,-196,1,NM_009785,Cacna2d3,30535050,29718129,-,-253014,NM_019979,Selk,30781566,30788260,+,Y,N,N,N,536,CpG_Start,CpG: 168,chr14,30534710,30536350,65,0.97,0,0.37,0,0.82,NA,0.74,0.386,0.98,1.42,0.23,0.73,1.53,1.61,1.083333333,0.697333333,0.03965803,1.401668864,0,0
SmaI_mm9_129390,chr14,30535536,-486,1,NM_009785,Cacna2d3,30535050,29718129,-,-252724,NM_019979,Selk,30781566,30788260,+,Y,N,N,N,-814,CpG_End,CpG: 168,chr14,30534710,30536350,65,0.97,0.29,0,0.54,0,0.32,0.41,0.26,0.8,0.32,1.23,0.77,0.73,1.8,0.941666667,0.681666667,0.013175968,1.880217473,0,0
SmaI_mm9_129391,chr14,30535945,-895,1,NM_009785,Cacna2d3,30535050,29718129,-,-252315,NM_019979,Selk,30781566,30788260,+,Y,N,N,N,-405,CpG_End,CpG: 168,chr14,30534710,30536350,65,0.97,0.6,1.29,0.83,1.22,1.37,1.11,1.07,1.93,3.56,1.8,1.32,2.47,1.01,2.015,0.945,0.03617482,1.441593627,0,0
SmaI_mm9_129421,chr14,30848829,13010,0,NM_175343,Chdh,30835819,30853652,+,4296,NM_028981,Cacna1d,31304342,30853125,-,N,N,N,N,26411,CpG_End,CpG: 48,chr14,30821918,30822418,70.9,0.76,54.55,70.06,46.03,60.15,60.31,67.7,59.8,38.46,51.01,54.98,52.99,32.34,29.74,43.25333333,-16.54666667,0.01688366,1.772533415,0,1
SmaI_mm9_129422,chr14,30849060,13241,0,NM_175343,Chdh,30835819,30853652,+,4065,NM_028981,Cacna1d,31304342,30853125,-,N,N,N,N,26642,CpG_End,CpG: 48,chr14,30821918,30822418,70.9,0.76,89.75,93.52,87.83,91.81,90.25,90.25,90.56833333,83.7,82.97,83.21,88.39,76.82,80.15,82.54,-8.02833333,0.001052623,2.977727045,0,1
SmaI_mm9_129466,chr14,31439304,-15806,0,NM_011103,Prkcd,31423498,31408555,-,-30749,NM_011103,Prkcd,31423498,31408555,-,Y,N,N,N,-214,CpG_End,CpG: 91,chr14,31438563,31439518,70.1,0.79,0,0,0,0,0.52,0,0.086666667,0,0,0,0.78,0,0.39,0.195,0.108333333,0.510921346,0.291645953,0,0
SmaI_mm9_129475,chr14,31529335,534,0,NM_001166532,Sfmbt1,31528801,31635907,+,24836,NM_177815,Rft1,31467561,31504499,+,Y,GC_rich,Low_complexity,Low_complexity,-635,CpG_End,CpG: 182,chr14,31528156,31529970,58.2,1.2,0.64,0,0,0,0,0,0.106666667,0,0,0,0,0,0,0,-0.106666667,0.340893132,0.467381748,0,1
SmaI_mm9_129476,chr14,31529538,737,0,NM_001166532,Sfmbt1,31528801,31635907,+,25039,NM_177815,Rft1,31467561,31504499,+,Y,GC_rich,Low_complexity,Low_complexity,-432,CpG_End,CpG: 182,chr14,31528156,31529970,58.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_129479,chr14,31638928,148,1,NM_028839,Tmem110,31638780,31690395,+,3021,NM_001166532,Sfmbt1,31528801,31635907,+,Y,N,N,N,214,CpG_Start,CpG: 66,chr14,31638714,31639231,73.2,0.95,0,0,0,0,0,0,0,0.15,0.15,0,0,0.15,0,0.075,0.075,0.049332196,1.306869555,0,1
SmaI_mm9_129480,chr14,31639141,361,1,NM_028839,Tmem110,31638780,31690395,+,3234,NM_001166532,Sfmbt1,31528801,31635907,+,Y,N,N,N,-90,CpG_End,CpG: 66,chr14,31638714,31639231,73.2,0.95,0,0,0,0.5,0.63,0,0.188333333,0.3,0.75,0.18,0.18,0.29,0.16,0.31,0.121666667,0.43927953,0.357259034,0,1
SmaI_mm9_129511,chr14,31962161,14122,0,NM_027289,Nt5dc2,31948039,31952310,+,9851,NM_027289,Nt5dc2,31948039,31952310,+,N,N,N,N,10013,CpG_End,CpG: 17,chr14,31951943,31952148,60.7,1.09,69.46,63.65,71.47,62.35,67.53,58.1,65.42666667,52.11,52.07,54.77,55.5,58.53,60.12,55.51666667,-9.91,0.002248886,2.648032559,0,0
SmaI_mm9_129512,chr14,31962506,14467,0,NM_027289,Nt5dc2,31948039,31952310,+,10196,NM_027289,Nt5dc2,31948039,31952310,+,N,N,N,N,10358,CpG_End,CpG: 17,chr14,31951943,31952148,60.7,1.09,77.23,62.26,70.2,65.54,73.74,57.47,67.74,54.91,56.07,51.8,52.22,64.16,60.81,56.66166667,-11.07833333,0.012001256,1.920773282,0,0
SmaI_mm9_129524,chr14,32041373,10314,0,NM_001025379,Sema3g,32031059,32042697,+,-1324,NM_001025379,Sema3g,32031059,32042697,+,N,N,N,N,21461,CpG_End,CpG: 41,chr14,32019500,32019912,69,0.9,73.43,76.29,53.3,78.16,73.14,78.58,72.15,48.82,57.24,61.23,60.28,46.53,50.11,54.035,-18.115,0.003037961,2.517417781,0,1
SmaI_mm9_129525,chr14,32041596,10537,0,NM_001025379,Sema3g,32031059,32042697,+,-1101,NM_001025379,Sema3g,32031059,32042697,+,N,N,N,N,21684,CpG_End,CpG: 41,chr14,32019500,32019912,69,0.9,35.34,40.22,23.04,37.71,38.66,40.39,35.89333333,14.73,26.5,27.07,29.45,14.99,18.77,21.91833333,-13.975,0.00414592,2.382379089,0,1
SmaI_mm9_129632,chr14,33015406,249,1,NM_011960,Parg,33015157,33110735,+,-22054,NM_016897,Timm23,33015077,32993352,-,Y,N,N,N,-250,CpG_End,CpG: 110,chr14,33014586,33015656,65.9,0.95,0,0,0.26,0,0,0,0.043333333,0,1.25,0,0,0,0,0.208333333,0.165,0.456046209,0.34099115,0,1
SmaI_mm9_129633,chr14,33015857,700,0,NM_011960,Parg,33015157,33110735,+,-22505,NM_016897,Timm23,33015077,32993352,-,N,N,N,N,201,CpG_End,CpG: 110,chr14,33014586,33015656,65.9,0.95,5.05,3.95,4.27,3.61,1.6,3.11,3.598333333,5.71,6.76,3.78,4.45,12,3.3,6,2.401666667,0.115361922,0.937937518,1,1
SmaI_mm9_129655,chr14,33381177,-31936,0,NM_001001796,Prrxl1,33413113,33462432,+,-12998,NM_001081221,Ercc6,33326707,33394175,+,N,N,N,N,-29549,CpG_Start,CpG: 66,chr14,33410726,33411437,68,0.8,98.73,99.15,98.27,98.92,99.05,99.28,98.9,98.4,99.45,98.94,98.52,98.53,97.59,98.57166667,-0.32833333,0.287306776,0.541654131,0,0
SmaI_mm9_129656,chr14,33381549,-31564,0,NM_001001796,Prrxl1,33413113,33462432,+,-12626,NM_001081221,Ercc6,33326707,33394175,+,N,B1_Mus1,SINE,Alu,-29177,CpG_Start,CpG: 66,chr14,33410726,33411437,68,0.8,97.79,98.46,99.05,98.12,98.42,98.71,98.425,94.44,97.78,96.61,97.42,95.65,95.61,96.25166667,-2.17333333,0.00251659,2.599187523,0,0
SmaI_mm9_129658,chr14,33413272,159,1,NM_001001796,Prrxl1,33413113,33462432,+,19097,NM_001081221,Ercc6,33326707,33394175,+,N,N,N,N,419,CpG_End,CpG: 34,chr14,33412540,33412853,69.7,0.9,1.39,0,0.61,0.88,0.97,0,0.641666667,3.75,2.17,1.88,1.89,3.78,3.43,2.816666667,2.175,0.000610818,3.214088374,1,1
