ID,Chromosome,Position,Distance2TSS_GeneA,In.prom,RefSeq_GeneA,Name_GeneA,TSS_GeneA,TSE_GeneA,Strand_GeneA,Distance2TSE_GeneB,RefSeq_GeneB,Name_GeneB,TSS_GeneB,TSE_GeneB,Strand_GeneB,inCpG,RepeatName,RepeatClass,RepeatFamily,Distance2CpG,Which_CpG_Edge,CpG_Name,CpG_Chr,CpG_Start,CpG_End,CpG_perGc,CpG_obsExp,GF3_1,GF4_1,GF5_1,GF6_1,GF7_1,GF8_1,AvgWT,GfKoAomC2M1,GfKoAomC2M2,GfKoAomC3M1,GfKoAomC5F1,GfKoAomC5F2,GfKoAomC5F3,AvgKO,KO.WT,ttest2,pttest2,cgi.shore
SmaI_mm9_143083,chr16,17927622,690,0,NM_153150,Slc25a1,17928312,17925305,-,-2317,NM_153150,Slc25a1,17928312,17925305,-,Y,N,N,N,209,CpG_Start,CpG: 123,chr16,17927413,17928726,66.4,0.85,0.85,1.19,0.76,0.78,0.7,1.1,0.896666667,0.95,0.68,0.57,0.52,0.32,0,0.506666667,-0.39,0.030783484,1.511682229,0
SmaI_mm9_143084,chr16,17927965,347,1,NM_153150,Slc25a1,17928312,17925305,-,-2660,NM_153150,Slc25a1,17928312,17925305,-,Y,N,N,N,552,CpG_Start,CpG: 123,chr16,17927413,17928726,66.4,0.85,0,0.2,0,0,0,0,0.033333333,0,0.08,0.3,0,0.09,0.3,0.128333333,0.095,0.178057637,0.749439393,0
SmaI_mm9_143085,chr16,17928098,214,1,NM_153150,Slc25a1,17928312,17925305,-,-2793,NM_153150,Slc25a1,17928312,17925305,-,Y,N,N,N,-628,CpG_End,CpG: 123,chr16,17927413,17928726,66.4,0.85,0,0,0,0,0,0,0,0.06,0,0,0.1,0.04,0.05,0.041666667,0.041666667,0.02332615,1.632156934,0
SmaI_mm9_143086,chr16,17928313,-1,1,NM_153150,Slc25a1,17928312,17925305,-,-3008,NM_153150,Slc25a1,17928312,17925305,-,Y,N,N,N,-413,CpG_End,CpG: 123,chr16,17927413,17928726,66.4,0.85,0,0,0,0.11,0,0.1,0.035,0.04,0.08,0,0,0.13,0.09,0.056666667,0.021666667,0.497996441,0.302773761,0
SmaI_mm9_143087,chr16,17928686,-374,1,NM_153150,Slc25a1,17928312,17925305,-,-3381,NM_153150,Slc25a1,17928312,17925305,-,Y,N,N,N,-40,CpG_End,CpG: 123,chr16,17927413,17928726,66.4,0.85,0.12,0,0.17,0,0.15,0.12,0.093333333,0,0,0.26,0,0,0,0.043333333,-0.05,0.367702983,0.434502847,0
SmaI_mm9_143116,chr16,18235134,95,1,NM_172151,Zdhhc8,18235229,18220846,-,4938,NM_011239,Ranbp1,18248787,18240072,-,Y,(CCGGG)n,Simple_repeat,Simple_repeat,-269,CpG_End,CpG: 62,chr16,18234849,18235403,64,1.1,0,0,0,0.11,0,0.11,0.036666667,0,0,0,0.13,0,0,0.021666667,-0.015,0.64661784,0.189352318,0
SmaI_mm9_143117,chr16,18235489,-260,1,NM_172151,Zdhhc8,18235229,18220846,-,4583,NM_011239,Ranbp1,18248787,18240072,-,N,N,N,N,86,CpG_End,CpG: 62,chr16,18234849,18235403,64,1.1,0.32,0,0.15,0,0.29,0,0.126666667,0,0,0.26,0,0,0,0.043333333,-0.083333334,0.292948313,0.533208999,1
SmaI_mm9_143120,chr16,18248627,160,1,NM_011239,Ranbp1,18248787,18240072,-,-4968,NM_001080999,Trmt2a,18248976,18253595,+,Y,N,N,N,503,CpG_Start,CpG: 133,chr16,18248124,18249388,68.1,0.91,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0.035,0.035,0.340893132,0.467381748,0
SmaI_mm9_143121,chr16,18248945,-31,1,NM_001080999,Trmt2a,18248976,18253595,+,-4650,NM_001080999,Trmt2a,18248976,18253595,+,Y,N,N,N,-443,CpG_End,CpG: 133,chr16,18248124,18249388,68.1,0.91,0.16,0,0,0,0,0,0.026666667,0,0,0,0,0,0,0,-0.026666667,0.340893132,0.467381748,0
SmaI_mm9_143131,chr16,18348433,66,1,NM_033474,Arvcf,18348367,18407167,+,-20939,NR_029571,Mir185,18327558,18327494,-,Y,N,N,N,204,CpG_Start,CpG: 66,chr16,18348229,18349066,68.1,0.69,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0.045,0.045,0.340893132,0.467381748,0
SmaI_mm9_143132,chr16,18348781,414,1,NM_033474,Arvcf,18348367,18407167,+,-21287,NR_029571,Mir185,18327558,18327494,-,Y,N,N,N,-285,CpG_End,CpG: 66,chr16,18348229,18349066,68.1,0.69,0,0,0.18,0.16,0,0.13,0.078333333,0.06,0.03,0,0,0,0,0.015,-0.063333333,0.118376714,0.926733719,0
SmaI_mm9_143133,chr16,18348999,632,0,NM_033474,Arvcf,18348367,18407167,+,-21505,NR_029571,Mir185,18327558,18327494,-,Y,N,N,N,-67,CpG_End,CpG: 66,chr16,18348229,18349066,68.1,0.69,0.91,0.82,0.37,1.54,0.41,1.04,0.848333333,1.35,0.72,1.54,1.11,0.74,1.33,1.131666667,0.283333334,0.236394608,0.626362434,0
SmaI_mm9_143155,chr16,18582440,4622,0,NM_011532,Tbx1,18587062,18581806,-,-634,NM_011532,Tbx1,18587062,18581806,-,Y,N,N,N,684,CpG_Start,CpG: 150,chr16,18581756,18583128,63.7,1.09,0,0,0,0,0.71,0,0.118333333,0.16,0.22,0.29,0.31,0.23,0.09,0.216666667,0.098333334,0.442476818,0.354109478,0
SmaI_mm9_143156,chr16,18582722,4340,0,NM_011532,Tbx1,18587062,18581806,-,-916,NM_011532,Tbx1,18587062,18581806,-,Y,N,N,N,-406,CpG_End,CpG: 150,chr16,18581756,18583128,63.7,1.09,0.5,0,0.29,0.8,0.38,0,0.328333333,0.16,0.11,0.22,0.08,0.18,0.09,0.14,-0.188333333,0.170188045,0.769070951,0
SmaI_mm9_143162,chr16,18586854,208,1,NM_011532,Tbx1,18587062,18581806,-,-5048,NM_011532,Tbx1,18587062,18581806,-,Y,GC_rich,Low_complexity,Low_complexity,-451,CpG_End,CpG: 90,chr16,18586349,18587305,54.9,1.25,0.59,0,0,0.64,NA,0,0.246,0.32,0,0.23,0.25,0.11,0.14,0.175,-0.071,0.637631581,0.195430181,0
SmaI_mm9_143163,chr16,18587114,-52,1,NM_011532,Tbx1,18587062,18581806,-,-5308,NM_011532,Tbx1,18587062,18581806,-,Y,(CCGCG)n,Simple_repeat,Simple_repeat,-191,CpG_End,CpG: 90,chr16,18586349,18587305,54.9,1.25,0,0,0.84,0,NA,0.59,0.286,0.8,0,0.43,0.24,0.21,0.27,0.325,0.039,0.851840491,0.06964172,0
SmaI_mm9_143207,chr16,18976117,99274,0,NM_010435,Hira,18876843,18970401,+,5716,NM_010435,Hira,18876843,18970401,+,N,IAPEY3-int,LTR,ERVK,-379,CpG_Start,CpG: 28,chr16,18976496,18976866,70.1,0.63,95.68,97.21,NA,100,NA,100,98.2225,99.71,98.32,99.51,98.62,99.13,99.32,99.10166667,0.87916667,0.352593418,0.452725799,1
SmaI_mm9_143308,chr16,20426019,448,1,NM_013790,Abcc5,20426467,20331377,-,-25185,NM_176839,Abcc5,20426467,20400834,-,Y,N,N,N,36,CpG_Start,CpG: 63,chr16,20425983,20426681,66,0.85,0,0,0,0,0.16,0.26,0.07,0,0,0,0,0,0.14,0.023333333,-0.046666667,0.387788503,0.411405071,0
SmaI_mm9_143309,chr16,20426358,109,1,NM_013790,Abcc5,20426467,20331377,-,-25524,NM_176839,Abcc5,20426467,20400834,-,Y,N,N,N,-323,CpG_End,CpG: 63,chr16,20425983,20426681,66,0.85,0.12,0,0,0,0,0.11,0.038333333,0.04,0.16,0.04,0.09,0,0.05,0.063333333,0.025,0.46846834,0.329319754,0
SmaI_mm9_143310,chr16,20426543,-76,1,NM_013790,Abcc5,20426467,20331377,-,-25709,NM_176839,Abcc5,20426467,20400834,-,Y,N,N,N,-138,CpG_End,CpG: 63,chr16,20425983,20426681,66,0.85,0.64,0,0,0,0,0.65,0.215,0.05,0,0.13,0.08,0.07,0.08,0.068333333,-0.146666667,0.309836451,0.508867491,0
SmaI_mm9_143317,chr16,20516857,-280,1,NM_007889,Dvl3,20517137,20532260,+,7459,NM_172265,Eif2b5,20498890,20509398,+,Y,N,N,N,1,CpG_Start,CpG: 72,chr16,20516856,20517474,74,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SmaI_mm9_143318,chr16,20517120,-17,1,NM_007889,Dvl3,20517137,20532260,+,7722,NM_172265,Eif2b5,20498890,20509398,+,Y,N,N,N,264,CpG_Start,CpG: 72,chr16,20516856,20517474,74,0.85,0,0,0,0.15,0.18,0,0.055,0,0,0,0,0,0,0,-0.055,0.147157374,0.83221797,0
SmaI_mm9_143319,chr16,20517456,319,1,NM_007889,Dvl3,20517137,20532260,+,8058,NM_172265,Eif2b5,20498890,20509398,+,Y,N,N,N,-18,CpG_End,CpG: 72,chr16,20516856,20517474,74,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SmaI_mm9_143324,chr16,20535977,400,1,NM_009679,Ap2m1,20535577,20544126,+,3717,NM_007889,Dvl3,20517137,20532260,+,N,N,N,N,36,CpG_End,CpG: 39,chr16,20535491,20535941,69,0.77,0,0,0,0,0,0,0,0.04,0.02,0.05,0,0.06,0,0.028333333,0.028333333,0.021996758,1.657641321,1
SmaI_mm9_143326,chr16,20537490,1913,0,NM_009679,Ap2m1,20535577,20544126,+,5230,NM_007889,Dvl3,20517137,20532260,+,N,N,N,N,1549,CpG_End,CpG: 39,chr16,20535491,20535941,69,0.77,38.59,37.05,40.08,46.42,46.82,36.02,40.83,23.74,21.13,36.46,23.04,30.22,13.26,24.64166667,-16.18833333,0.001573649,2.803092112,1
SmaI_mm9_143340,chr16,20619864,1487,0,NM_028420,Camk2n2,20621351,20619288,-,-576,NM_028420,Camk2n2,20621351,20619288,-,Y,N,N,N,26,CpG_Start,CpG: 220,chr16,20619838,20622428,64.8,0.81,1.87,2.89,4.32,3,4.33,3.17,3.263333333,1.75,2.21,2,2.39,1.43,0.49,1.711666667,-1.551666666,0.008510067,2.07006701,0
SmaI_mm9_143341,chr16,20620156,1195,0,NM_028420,Camk2n2,20621351,20619288,-,-868,NM_028420,Camk2n2,20621351,20619288,-,Y,N,N,N,318,CpG_Start,CpG: 220,chr16,20619838,20622428,64.8,0.81,0,0,0,0,0,0,0,0.21,0.12,0.08,0.08,0,0.1,0.098333333,0.098333333,0.00544946,2.26364654,0
SmaI_mm9_143344,chr16,20621088,263,1,NM_028420,Camk2n2,20621351,20619288,-,-1800,NM_028420,Camk2n2,20621351,20619288,-,Y,N,N,N,1250,CpG_Start,CpG: 220,chr16,20619838,20622428,64.8,0.81,0,0.19,0.25,0,0.23,0,0.111666667,0.11,0.22,0.11,0,0.3,0.16,0.15,0.038333333,0.573072643,0.241790323,0
SmaI_mm9_143345,chr16,20621428,-77,1,NM_028420,Camk2n2,20621351,20619288,-,-2140,NM_028420,Camk2n2,20621351,20619288,-,Y,N,N,N,-1000,CpG_End,CpG: 220,chr16,20619838,20622428,64.8,0.81,0,0,0,0,0,0.16,0.026666667,0,0,0,0,0,0,0,-0.026666667,0.340893132,0.467381748,0
SmaI_mm9_143346,chr16,20621692,-341,1,NM_028420,Camk2n2,20621351,20619288,-,-2404,NM_028420,Camk2n2,20621351,20619288,-,Y,N,N,N,-736,CpG_End,CpG: 220,chr16,20619838,20622428,64.8,0.81,0,0,0,0,0,0,0,0,0.25,0.11,0,0,0.13,0.081666667,0.081666667,0.076966714,1.113697055,0
SmaI_mm9_143347,chr16,20629901,-23,1,NM_177942,Ece2,20629924,20645988,+,-10613,NM_028420,Camk2n2,20621351,20619288,-,Y,N,N,N,81,CpG_Start,CpG: 36,chr16,20629820,20630112,74.7,0.88,0,0.21,0,0,0,0,0.035,0.06,0.06,0.05,0.06,0,0,0.038333333,0.003333333,0.930132917,0.031454986,0
SmaI_mm9_143348,chr16,20630157,233,1,NM_177942,Ece2,20629924,20645988,+,-10869,NM_028420,Camk2n2,20621351,20619288,-,N,N,N,N,45,CpG_End,CpG: 36,chr16,20629820,20630112,74.7,0.88,0.25,0.57,0.35,0.51,0,0.61,0.381666667,0.33,0.3,0.61,0.18,0.22,0.18,0.303333333,-0.078333334,0.513030129,0.289857129,1
SmaI_mm9_143349,chr16,20630307,383,1,NM_177942,Ece2,20629924,20645988,+,-11019,NM_028420,Camk2n2,20621351,20619288,-,N,N,N,N,195,CpG_End,CpG: 36,chr16,20629820,20630112,74.7,0.88,1.57,1.71,0,3.28,NA,1.63,1.638,1.87,1.34,1.44,1.22,1.13,0.76,1.293333333,-0.344666667,0.505462748,0.296310846,1
SmaI_mm9_143350,chr16,20630498,574,0,NM_177942,Ece2,20629924,20645988,+,-11210,NM_028420,Camk2n2,20621351,20619288,-,N,N,N,N,386,CpG_End,CpG: 36,chr16,20629820,20630112,74.7,0.88,10.58,14.33,12.84,18.74,NA,13.4,13.978,8.36,7.25,7.38,7.88,4.88,2.94,6.448333333,-7.529666667,0.000847583,3.071817969,1
SmaI_mm9_143356,chr16,20673261,439,1,NM_145941,Eif4g1,20672822,20692956,+,9776,NR_027485,Psmd2,20651725,20663485,+,Y,GC_rich,Low_complexity,Low_complexity,-318,CpG_End,CpG: 90,chr16,20672627,20673579,60.3,1.05,0,0,0,0,NA,0,0,0.03,0.03,0.08,0,0,0,0.023333333,0.023333333,0.134201164,0.872243717,0
SmaI_mm9_143357,chr16,20673461,639,0,NM_145941,Eif4g1,20672822,20692956,+,9976,NR_027485,Psmd2,20651725,20663485,+,Y,N,N,N,-118,CpG_End,CpG: 90,chr16,20672627,20673579,60.3,1.05,0,0,0,0,NA,0,0,0.18,0.07,0,0.11,0.05,0.05,0.076666667,0.076666667,0.022625253,1.645406561,0
SmaI_mm9_143363,chr16,20693470,-1660,0,NM_133778,Fam131a,20695130,20703109,+,514,NM_001005331,Eif4g1,20672822,20692956,+,Y,N,N,N,173,CpG_Start,CpG: 33,chr16,20693297,20693711,70.4,0.65,0,0,0,0,0,0,0,0,0.47,0.24,0,0,0,0.118333333,0.118333333,0.172391493,0.763484169,0
SmaI_mm9_143371,chr16,20716199,510,0,NM_009900,Clcn2,20716709,20703039,-,-6139,NM_145632,Polr2h,20717899,20722338,+,Y,N,N,N,77,CpG_Start,CpG: 133,chr16,20716122,20718085,62.7,0.7,0,0,0,0,NA,0,0,0,0.1,0,0.08,0.07,0,0.041666667,0.041666667,0.079217451,1.101179137,0
SmaI_mm9_143372,chr16,20716408,301,1,NM_009900,Clcn2,20716709,20703039,-,-5930,NM_145632,Polr2h,20717899,20722338,+,Y,N,N,N,286,CpG_Start,CpG: 133,chr16,20716122,20718085,62.7,0.7,0,0,0,0.29,0.17,0.13,0.098333333,0.17,0.06,0,0.03,0.06,0.18,0.083333333,-0.015,0.799908373,0.096959757,0
SmaI_mm9_143373,chr16,20716704,5,1,NM_009900,Clcn2,20716709,20703039,-,-5634,NM_145632,Polr2h,20717899,20722338,+,Y,N,N,N,582,CpG_Start,CpG: 133,chr16,20716122,20718085,62.7,0.7,0,0.16,0,0,0,0.18,0.056666667,0,0,0,0,0,0,0,-0.056666667,0.145862531,0.836056253,0
SmaI_mm9_143377,chr16,20733029,-171,1,NM_009893,Chrd,20733200,20742457,+,-8500,NM_001173505,Thpo,20730671,20724529,-,Y,N,N,N,169,CpG_Start,CpG: 80,chr16,20732860,20733837,61.5,0.87,0,0.4,0,0.77,0,0,0.195,0,NA,0.55,0,0.38,0,0.186,-0.009,0.961296967,0.017142428,0
SmaI_mm9_143405,chr16,21205090,222,1,NM_010143,Ephb3,21204868,21223377,+,-18287,NM_010143,Ephb3,21204868,21223377,+,Y,N,N,N,425,CpG_Start,CpG: 88,chr16,21204665,21205698,62,0.89,0.88,0.82,0,1.91,NA,1.94,1.11,0.96,0.93,1.49,1.01,0.91,0.92,1.036666667,-0.073333333,0.837215424,0.077162779,0
SmaI_mm9_143424,chr16,21292887,88019,0,NM_010143,Ephb3,21204868,21223377,+,69510,NM_010143,Ephb3,21204868,21223377,+,N,N,N,N,-40419,CpG_Start,CpG: 31,chr16,21333306,21333575,71.5,0.9,52.01,42.9,52.29,47.46,52.82,55.6,50.51333333,40.38,49.6,46.28,44.5,48.06,47.84,46.11,-4.40333333,0.084243496,1.074463616,0
SmaI_mm9_143462,chr16,21694216,522,0,NM_001001881,2510009E07Rik,21694738,21649120,-,-45096,NM_001001881,2510009E07Rik,21694738,21649120,-,Y,N,N,N,1,CpG_Start,CpG: 86,chr16,21694215,21695086,61.6,1.04,0,0,0,0,0.11,0.09,0.033333333,0,0,0.29,0.13,0,0,0.07,0.036666667,0.506912046,0.295067388,0
SmaI_mm9_143463,chr16,21694597,141,1,NM_001001881,2510009E07Rik,21694738,21649120,-,-45477,NM_001001881,2510009E07Rik,21694738,21649120,-,Y,N,N,N,382,CpG_Start,CpG: 86,chr16,21694215,21695086,61.6,1.04,0.07,0,0,0,0.09,0,0.026666667,0.28,0,0.11,0,0,0,0.065,0.038333333,0.457722097,0.339398121,0
SmaI_mm9_143464,chr16,21695042,-304,1,NM_001001881,2510009E07Rik,21694738,21649120,-,-45922,NM_001001881,2510009E07Rik,21694738,21649120,-,Y,N,N,N,-44,CpG_End,CpG: 86,chr16,21694215,21695086,61.6,1.04,0,0.33,0,0,0,0.35,0.113333333,0,0,0,0,0.33,0,0.055,-0.058333333,0.533203596,0.27310693,0
SmaI_mm9_143485,chr16,21938851,8766,0,NM_025693,Tmem41a,21947617,21934400,-,-4451,NM_025693,Tmem41a,21947617,21934400,-,N,B1F1,SINE,Alu,-8466,CpG_Start,CpG: 48,chr16,21947317,21947721,73.8,0.87,95.08,96.48,96.22,97.78,94.53,96.38,96.07833333,95.9,95.95,96.1,97.67,96.81,99.74,97.02833333,0.95,0.244077892,0.612471556,0
SmaI_mm9_143491,chr16,22009519,-38,1,NM_029457,Senp2,22009557,22049341,+,-39822,NM_029457,Senp2,22009557,22049341,+,Y,N,N,N,261,CpG_Start,CpG: 73,chr16,22009258,22010090,57.5,1.06,0,0,0.39,0,0,0.33,0.12,0,0.09,0.07,0,0,0,0.026666667,-0.093333333,0.260060401,0.584925772,0
SmaI_mm9_143492,chr16,22009778,221,1,NM_029457,Senp2,22009557,22049341,+,-39563,NM_029457,Senp2,22009557,22049341,+,Y,GC_rich,Low_complexity,Low_complexity,-312,CpG_End,CpG: 73,chr16,22009258,22010090,57.5,1.06,0,0,0,0,0,0.35,0.058333333,0.14,0.08,0.07,0.08,0.13,0,0.083333333,0.025,0.694389033,0.158397147,0
SmaI_mm9_143508,chr16,22142479,20893,0,NM_183029,Igf2bp2,22163372,22059082,-,-83397,NM_183029,Igf2bp2,22163372,22059082,-,N,N,N,N,-18948,CpG_Start,CpG: 180,chr16,22161427,22163437,63.4,0.9,87.91,87.79,87.74,90.11,92.29,87.67,88.91833333,82.88,82.16,87.29,89.23,92.22,93.04,87.80333333,-1.115,0.594455788,0.22588044,0
SmaI_mm9_143509,chr16,22142846,20526,0,NM_183029,Igf2bp2,22163372,22059082,-,-83764,NM_183029,Igf2bp2,22163372,22059082,-,N,B4,SINE,B4,-18581,CpG_Start,CpG: 180,chr16,22161427,22163437,63.4,0.9,96.51,95.87,97.83,97.03,97.23,97.48,96.99166667,92.39,87.72,97.3,98.02,98.15,99.21,95.465,-1.52666667,0.429326346,0.367212459,0
SmaI_mm9_143510,chr16,22161556,1816,0,NM_183029,Igf2bp2,22163372,22059082,-,84258,NM_009186,Tra2b,22266002,22245814,-,Y,N,N,N,129,CpG_Start,CpG: 180,chr16,22161427,22163437,63.4,0.9,0,0.63,0,0,NA,0,0.126,0.04,0.04,0.05,0,0.15,0.06,0.056666667,-0.069333333,0.564640346,0.248228093,0
SmaI_mm9_143511,chr16,22161746,1626,0,NM_183029,Igf2bp2,22163372,22059082,-,84068,NM_009186,Tra2b,22266002,22245814,-,Y,N,N,N,319,CpG_Start,CpG: 180,chr16,22161427,22163437,63.4,0.9,0,0,0,0,NA,0,0,0.08,0,0.14,0,0,0,0.036666667,0.036666667,0.20798177,0.68197473,0
SmaI_mm9_143526,chr16,22358998,80645,0,NM_023794,Etv5,22439643,22381386,-,22388,NM_023794,Etv5,22439643,22381386,-,N,N,N,N,-80283,CpG_Start,CpG: 93,chr16,22439281,22440266,63.2,0.97,1.65,2.71,3.46,2.1,0.35,1.6,1.978333333,0.97,0.26,2.71,0.93,1.36,2.28,1.418333333,-0.56,0.35131251,0.454306385,0
SmaI_mm9_143527,chr16,22359413,80230,0,NM_023794,Etv5,22439643,22381386,-,21973,NM_023794,Etv5,22439643,22381386,-,N,Lx6,LINE,L1,-79868,CpG_Start,CpG: 93,chr16,22439281,22440266,63.2,0.97,7.51,14.03,8.96,17.19,8.4,9.59,10.94666667,2.79,2.69,4.04,1.22,1.35,1.38,2.245,-8.70166667,0.000316262,3.499953304,0
SmaI_mm9_143593,chr16,23225119,284,1,NM_145933,St6gal1,23224835,23360420,+,67078,NM_009605,Adipoq,23146609,23158041,+,Y,N,N,N,153,CpG_Start,CpG: 48,chr16,23224966,23225577,62.9,0.79,1.63,0,0,0,0.41,0.24,0.38,0.68,0.27,0.43,0.07,1.45,1.35,0.708333333,0.328333333,0.36910239,0.432853142,0
SmaI_mm9_143594,chr16,23225399,564,0,NM_145933,St6gal1,23224835,23360420,+,67358,NM_009605,Adipoq,23146609,23158041,+,Y,N,N,N,-178,CpG_End,CpG: 48,chr16,23224966,23225577,62.9,0.79,0.31,0.47,0.34,0,0.42,0.23,0.295,0.08,0.45,0.58,0.13,0.29,0.44,0.328333333,0.033333333,0.758156605,0.120241077,0
SmaI_mm9_143653,chr16,24393647,211,1,NM_178665,Lpp,24393436,24992662,+,-428509,NM_009744,Bcl6,23988698,23965138,-,Y,N,N,N,282,CpG_Start,CpG: 59,chr16,24393365,24394159,52.7,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SmaI_mm9_143654,chr16,24393936,500,0,NM_178665,Lpp,24393436,24992662,+,-428798,NM_009744,Bcl6,23988698,23965138,-,Y,GC_rich,Low_complexity,Low_complexity,-223,CpG_End,CpG: 59,chr16,24393365,24394159,52.7,1.07,0,0,0,0,0,0,0,0,0.14,0.12,0,0,0,0.043333333,0.043333333,0.1465252,0.834087676,0
SmaI_mm9_143883,chr16,28929206,578,0,NM_177718,1600021P15Rik,28929784,28826262,-,-102944,NM_177718,1600021P15Rik,28929784,28826262,-,Y,N,N,N,304,CpG_Start,CpG: 109,chr16,28928902,28930273,57.4,0.96,0,0,0,0.27,0,0.26,0.088333333,0,0.08,0.07,0.04,0,0,0.031666667,-0.056666666,0.35079881,0.454941889,0
SmaI_mm9_143884,chr16,28929447,337,1,NM_177718,1600021P15Rik,28929784,28826262,-,-103185,NM_177718,1600021P15Rik,28929784,28826262,-,Y,N,N,N,545,CpG_Start,CpG: 109,chr16,28928902,28930273,57.4,0.96,0,0,0.4,0.27,0.46,0.25,0.23,0.04,0.04,0.14,0.28,0.13,0,0.105,-0.125,0.19379501,0.712657409,0
SmaI_mm9_143885,chr16,28930059,-275,1,NM_177718,1600021P15Rik,28929784,28826262,-,-103797,NM_177718,1600021P15Rik,28929784,28826262,-,Y,N,N,N,-214,CpG_End,CpG: 109,chr16,28928902,28930273,57.4,0.96,0,0,0.61,0.72,0.32,0.48,0.355,0.3,0,0,0,0,0.18,0.08,-0.275,0.069934235,1.155310173,0
SmaI_mm9_143886,chr16,28930378,-594,1,NM_177718,1600021P15Rik,28929784,28826262,-,-104116,NM_177718,1600021P15Rik,28929784,28826262,-,N,N,N,N,105,CpG_End,CpG: 109,chr16,28928902,28930273,57.4,0.96,0.47,0.47,0.88,0.47,0.64,0.24,0.528333333,0.87,0.96,1.09,0.79,0.62,0.48,0.801666667,0.273333334,0.055805376,1.25332396,1
SmaI_mm9_143960,chr16,29876401,102809,0,NM_001033403,Gm1968,29979210,29958013,-,81612,NM_001033403,Gm1968,29979210,29958013,-,N,N,N,N,62025,CpG_End,CpG: 53,chr16,29813885,29814376,71.7,0.84,4.05,7.72,5.22,6.31,5.32,5.95,5.761666667,5.11,5.01,6.19,5.37,5.76,5.21,5.441666667,-0.32,0.563482039,0.249119923,0
SmaI_mm9_143961,chr16,29876664,102546,0,NM_001033403,Gm1968,29979210,29958013,-,81349,NM_001033403,Gm1968,29979210,29958013,-,N,N,N,N,62288,CpG_End,CpG: 53,chr16,29813885,29814376,71.7,0.84,38.49,38.95,32.15,42.23,41.17,43.64,39.43833333,37.92,30.67,37.59,30.54,31.92,22.63,31.87833333,-7.56,0.023514505,1.628664166,0
SmaI_mm9_143982,chr16,30063897,-1546,0,NM_008235,Hes1,30065443,30067882,+,-3985,NM_008235,Hes1,30065443,30067882,+,Y,N,N,N,532,CpG_Start,CpG: 125,chr16,30063365,30064663,61.1,1.03,0,0.23,0,0,0,0,0.038333333,0,0.03,0,0,0.08,0,0.018333333,-0.02,0.632637493,0.198845074,0
SmaI_mm9_143983,chr16,30064128,-1315,0,NM_008235,Hes1,30065443,30067882,+,-3754,NM_008235,Hes1,30065443,30067882,+,Y,N,N,N,-535,CpG_End,CpG: 125,chr16,30063365,30064663,61.1,1.03,0,0,0,0,0,0,0,0.15,0.15,0.05,0.03,0.13,0,0.085,0.085,0.010467254,1.980167252,0
SmaI_mm9_143993,chr16,30120854,55411,0,NM_008235,Hes1,30065443,30067882,+,52972,NM_008235,Hes1,30065443,30067882,+,N,N,N,N,50073,CpG_End,CpG: 49,chr16,30070178,30070781,58.6,0.94,82.03,81.97,79.83,79.61,NA,81.67,81.022,75.63,77.97,78.74,77.01,83.6,77.34,78.38166667,-2.64033333,0.079547424,1.099373881,0
SmaI_mm9_143994,chr16,30121080,55637,0,NM_008235,Hes1,30065443,30067882,+,53198,NM_008235,Hes1,30065443,30067882,+,N,GC_rich,Low_complexity,Low_complexity,50299,CpG_End,CpG: 49,chr16,30070178,30070781,58.6,0.94,25.99,26.67,23,32.99,NA,24.32,26.594,27.38,35.23,36.25,31.07,38.98,56.1,37.50166667,10.90766667,0.047953008,1.319184142,0
SmaI_mm9_143995,chr16,30129983,64540,0,NM_008235,Hes1,30065443,30067882,+,62101,NM_008235,Hes1,30065443,30067882,+,N,N,N,N,59202,CpG_End,CpG: 49,chr16,30070178,30070781,58.6,0.94,94.32,91.87,89.26,93.55,91.57,89.44,91.66833333,96.26,97.47,94.76,93.32,94.48,98.39,95.78,4.11166667,0.005200575,2.283948603,0
SmaI_mm9_143996,chr16,30130301,64858,0,NM_008235,Hes1,30065443,30067882,+,62419,NM_008235,Hes1,30065443,30067882,+,N,N,N,N,59520,CpG_End,CpG: 49,chr16,30070178,30070781,58.6,0.94,92.72,93.54,92.97,96.62,96.2,93.34,94.23166667,91.37,94.28,91.8,92.46,89.32,96.22,92.575,-1.65666667,0.199309441,0.700472128,0
SmaI_mm9_14400,chr2,43594367,-9977,0,NM_153820,Arhgap15,43604344,44243143,+,56132,NM_027552,Kynu,43410849,43538235,+,N,N,N,N,-818041,CpG_Start,CpG: 27,chr2,44412408,44412646,69.9,0.93,77.5,75.46,78.27,71.89,76.25,80.47,76.64,65.4,67.87,69.26,72.31,74.15,71.78,70.12833333,-6.51166667,0.004262038,2.370382678,0
SmaI_mm9_14401,chr2,43594671,-9673,0,NM_153820,Arhgap15,43604344,44243143,+,56436,NM_027552,Kynu,43410849,43538235,+,N,N,N,N,-817737,CpG_Start,CpG: 27,chr2,44412408,44412646,69.9,0.93,70.12,67.72,65.92,67.02,71.8,71.35,68.98833333,65.11,62.78,65.04,67.5,70.61,70.42,66.91,-2.07833333,0.231406477,0.635624489,0
